"Producto","Tipo","NIF","Adjudicatario","Fecha","Cantidad Pedido","Cantidad Recibido","Cantidad Pendiente","Importe del Pedido","Importe Pagado","Importe Pendiente"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","27/04/2020","400","400","0","436","436","0","21%"
"Termó/sensor reg.dat","SUMINISTRO","W0068620D","MASIMO EUROPE LTD SUCURSAL EN ESPAÑ","27/04/2020","260","260","0","3130","3130","0","21%"
"OTROS","SUMINISTRO","***8469**","MIGUEL ANGEL SALINAS REVERTE","28/04/2020","72","72","0","328","328","0","21%"
"REPARACION Y MANTENIMIENTO DE MAQUINARIA","SERVICIO","A28011153","ZARDOYA OTIS, S.A.","28/04/2020","1349.61","1349.61","0","1350","1350","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A58001686","BARNA IMPORT MEDICA, S.A.","28/04/2020","19000","19000","0","2934","2934","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A58001686","BARNA IMPORT MEDICA, S.A.","28/04/2020","3000","3000","0","463","463","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","28/04/2020","1680","1680","0","5208","5208","0","0%"
"Auricular con micrófono","SUMINISTRO","B30665400","TEDITRONIC S. L.","28/04/2020","10","10","0","603","603","0","21%"
"Auricular con micrófono","SUMINISTRO","B30665400","TEDITRONIC S. L.","28/04/2020","6","6","0","362","362","0","21%"
"ALQUILER DE VEHICULOS","SERVICIO","B73166936","AMBULANCIAS MAR MENOR, S.L.","28/04/2020","1881.79","1881.79","0","1882","1882","0","0%"
"ALQUILER DE VEHICULOS","SERVICIO","B73166936","AMBULANCIAS MAR MENOR, S.L.","28/04/2020","1881.79","1881.79","0","1882","1882","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","28/04/2020","10","10","0","560","560","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","32000","32000","0","3776","3776","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","1000","1000","0","118","118","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","3000","3000","0","318","318","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","16000","16000","0","1696","1696","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","48000","48000","0","5088","5088","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","400","400","0","47","47","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","3000","3000","0","354","354","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","1600","1600","0","189","189","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","6800","6800","0","401","401","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","10000","10000","0","1060","1060","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","9200","9200","0","975","975","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","19800","19800","0","2099","2099","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","15600","15600","0","1654","1654","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","200","200","0","21","21","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","200","200","0","24","24","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","18400","18400","0","1950","1950","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","900","900","0","106","106","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","28/04/2020","4800","4800","0","509","509","0","0%"
"SERV.INST.EQUIPO ELECTRICO Y MECANICO","SERVICIO","B73779860","SERVICIOS E INGENIERIA DE LORCA, S.","28/04/2020","672.92","672.92","0","673","673","0","21%"
"Fiad/acc. intubación","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","29/04/2020","4","4","0","15","15","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","29/04/2020","75","75","0","128","128","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","29/04/2020","65","65","0","111","111","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","29/04/2020","50","50","0","85","85","0","0%"
"Eq/acc. perfusión","SUMINISTRO","A08130502","FRESENIUS KABI ESPAÑA, S.A.","29/04/2020","420","420","0","517","517","0","0%"
"Sistemas nutrición","SUMINISTRO","A08130502","FRESENIUS KABI ESPAÑA, S.A.","29/04/2020","180","180","0","366","366","0","0%"
"Sonda endodigestiva","SUMINISTRO","A08130502","FRESENIUS KABI ESPAÑA, S.A.","29/04/2020","70","70","0","346","346","0","0%"
"Placa extracción ...ador PYRO MARK Q24","SUMINISTRO","A28114742","WERFEN ESPAÑA, S.A.","29/04/2020","10","10","0","688","688","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/04/2020","30","30","0","141","141","0","0%"
"Nebuliz./humidific.","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/04/2020","225","225","0","326","326","0","0%"
"Tubos admón.O2","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/04/2020","25","25","0","214","214","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/04/2020","20","20","0","14","14","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/04/2020","30","30","0","597","597","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/04/2020","30","30","0","597","597","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","29/04/2020","120","120","0","348","348","0","0%"
"KITS PCR DIAGNOSTICO COVID-19","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","29/04/2020","10","10","0","25000","25000","0","0%"
"SERVICIO DE LAVANDERIA","SUMINISTRO","A79475729","ILUNION  LAVANDERIAS, S A. UNIPERSO","29/04/2020","3","3","0","22143","22143","0","21%"
"MANTENIMIENTO CENTROS SANITARIOS","SERVICIO","B30654974","MGM CONSTRUCCIONES S.L.","29/04/2020","17477.53","17477.53","0","17478","17478","0","21%"
"Colchón antiescaras aire sin bomba","SUMINISTRO","B45838745","MEDICAUCE SOLUCIONES SANITARIAS, S.","29/04/2020","20","20","0","18237","18237","0","10%"
"Conector/adaptador","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","29/04/2020","20","20","0","714","714","0","0%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","B48910756","VESISMIN, S.L.","29/04/2020","12","12","0","1143","1143","0","21%"
"DESINFECTANTE TOALLITAS","SUMINISTRO","B48910756","VESISMIN, S.L.","29/04/2020","20650","20650","0","1735","1735","0","0%"
"Toall/esp.desechable","SUMINISTRO","B48910756","VESISMIN, S.L.","29/04/2020","42000","42000","0","1911","1911","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B59078071","HOSPITAL HISPANIA, SL.","29/04/2020","20","20","0","290","290","0","0%"
"Nebuliz./humidific.","SUMINISTRO","B61053922","KEYLAB MEDICAL, S.L.","29/04/2020","10","10","0","150","150","0","0%"
"Nebuliz./humidific.","SUMINISTRO","B61053922","KEYLAB MEDICAL, S.L.","29/04/2020","100","100","0","300","300","0","0%"
"Apósitos no activos","SUMINISTRO","B61787057","ALFASIGMA ESPAÑA, S.L.","29/04/2020","20","20","0","37","37","0","10%"
"Conector/adaptador","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","29/04/2020","25","25","0","60","60","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","29/04/2020","2","2","0","31","31","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","29/04/2020","20","20","0","598","598","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B83239335","GAMMA SOLUTIONS, S.L.","29/04/2020","3600000","1000","3599000","432000","120","431880","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B83239335","GAMMA SOLUTIONS, S.L.","29/04/2020","800000","800","799200","96000","96","95904","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B83239335","GAMMA SOLUTIONS, S.L.","29/04/2020","3600000","1000","3599000","432000","120","431880","0%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","29/04/2020","2100","2100","0","1743","1743","0","0%"
"Inst.des.general","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","29/04/2020","40","40","0","247","247","0","0%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","30/04/2020","35","35","0","424","424","0","21%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","30/04/2020","4","4","0","106","106","0","21%"
"CARTEL INDICATIVOS","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","30/04/2020","27","27","0","588","588","0","21%"
"CARTEL INDICATIVOS","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","30/04/2020","25","25","0","212","212","0","21%"
"MANTENIMIENTO CENTROS SANITARIOS","SERVICIO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","30/04/2020","1542.75","1542.75","0","1543","1543","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","30/04/2020","39600","39600","0","942","942","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","30/04/2020","760000","760000","0","18088","18088","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","30/04/2020","600000","600000","0","14280","14280","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","30/04/2020","5000","5000","0","119","119","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","30/04/2020","10","10","0","419","419","0","0%"
"Fund/prot.desechable","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","30/04/2020","6000","6000","0","4740","4740","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","30/04/2020","1213","1213","0","3760","3760","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B08438731","IZASA HOSPITAL, S.L.U","30/04/2020","100","100","0","110","110","0","0%"
"Tarjeta PCI red inalámbrica tipo Wi-Fi","SUMINISTRO","B30053003","GISPERT GENERAL DE INFORMATICA Y","30/04/2020","180","180","0","10736","10736","0","21%"
"OTROS","SUMINISTRO","B30243737","VIALTA, S.L.","30/04/2020","10","10","0","186","186","0","21%"
"TERMOMETROS","SUMINISTRO","B30243737","VIALTA, S.L.","30/04/2020","3","3","0","177","177","0","0%"
"Carpinteria metálica","SERVICIO","B30356166","CERRAJERIA ALONSO HERMANOS GOMEZ, S","30/04/2020","3449.71","3449.71","0","3450","3450","0","21%"
"Carpinteria metálica","SERVICIO","B30356166","CERRAJERIA ALONSO HERMANOS GOMEZ, S","30/04/2020","1637.13","1637.13","0","1637","1637","0","21%"
"ALTAVOC.(VARIOS).","SUMINISTRO","B30665400","TEDITRONIC S. L.","30/04/2020","2","2","0","229","229","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","30/04/2020","3","3","0","930","930","0","0%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","B48910756","VESISMIN, S.L.","30/04/2020","2500","2500","0","21100","21100","0","21%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","B48910756","VESISMIN, S.L.","30/04/2020","2508","780","1728","13898","4322","9576","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","30/04/2020","10","10","0","560","560","0","0%"
"Tarjeta PCI red inalámbrica tipo Wi-Fi","SUMINISTRO","B73490872","UTOPIUX INGENIERIA INFORMATICA, S.L","30/04/2020","15","15","0","1053","1053","0","21%"
"Inst.des.general","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","30/04/2020","15","15","0","3600","3600","0","21%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","30/04/2020","36","36","0","370","370","0","21%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","30/04/2020","1","1","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","30/04/2020","8","8","0","0","0","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","30/04/2020","150","150","0","108","108","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","30/04/2020","20","20","0","120","120","0","0%"
"BATERIA DESFIBRILADOR","SUMINISTRO","B82736471","GETINGE GROUP SPAIN, S.L.U.","30/04/2020","2","2","0","1049","1049","0","21%"
"Celula O2 p/respirador Siemens servo I","SUMINISTRO","B82736471","GETINGE GROUP SPAIN, S.L.U.","30/04/2020","2","2","0","1246","1246","0","21%"
"Cán.traq.laring","SUMINISTRO","B83886176","SMITHS MEDICAL ESPAÑA, S.R.L.","30/04/2020","5","5","0","540","540","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","30/04/2020","864","864","0","1002","1002","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","30/04/2020","600","600","0","900","900","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","30/04/2020","3000","3000","0","1590","1590","0","0%"
"PIJAMAS","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","30/04/2020","575","575","0","472","472","0","0%"
"PIJAMAS","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","30/04/2020","425","425","0","348","348","0","0%"
"PIJAMAS","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","30/04/2020","450","450","0","369","369","0","0%"
"Toall/esp.desechable","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","30/04/2020","1584","1584","0","1725","1725","0","21%"
"Eq/acc. perfusión","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","30/04/2020","252","252","0","1067","1067","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","30/04/2020","400","400","0","360","360","0","0%"
"Sistemas nutrición","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","30/04/2020","90","90","0","381","381","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","30/04/2020","200","200","0","15","15","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","30/04/2020","2400","2400","0","330","330","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","30/04/2020","700","700","0","96","96","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","30/04/2020","100","100","0","14","14","0","0%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","30/04/2020","60","60","0","426","426","0","21%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","30/04/2020","98","98","0","1001","1001","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","30/04/2020","3000","3000","0","3285","3285","0","0%"
"GUANTE QUIRÚRGICO","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","30/04/2020","3000","3000","0","3285","3285","0","0%"
"GUANTE QUIRÚRGICO","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","30/04/2020","3000","3000","0","3285","3285","0","0%"
"GUANTE QUIRÚRGICO","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","30/04/2020","3000","3000","0","3285","3285","0","0%"
"SERV.INST.EQUIPO MEDICO Y QUIRURGICO","SERVICIO","U73963514","UTE. CIMA HOSPITAL SANTA LUCIA 2017","30/04/2020","434.66","434.66","0","435","435","0","21%"
"SERV.INSTALACIÓN MAQUINARIA Y EQUIPOS","SERVICIO","U73963514","UTE. CIMA HOSPITAL SANTA LUCIA 2017","30/04/2020","308.55","308.55","0","309","309","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","03/05/2020","30","30","0","186","186","0","21%"
"Nebuliz./humidific.","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","03/05/2020","135","135","0","196","196","0","0%"
"Termó/sensor reg.dat","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","03/05/2020","168","168","0","1413","1413","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","03/05/2020","20","20","0","250","250","0","0%"
"Inst.des.general","SUMINISTRO","A48464788","A.J.L. OPHTHALMIC  S.A.","03/05/2020","18","18","0","828","828","0","0%"
"Conector/adaptador","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","03/05/2020","100","100","0","241","241","0","0%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","04/05/2020","30","30","0","544","544","0","21%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","04/05/2020","75","75","0","998","998","0","21%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","04/05/2020","51","51","0","926","926","0","21%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","04/05/2020","5","5","0","91","91","0","21%"
"LIMPIEZA  EDIFICIOS ADMINISTRATIVOS","SUMINISTRO","B30132724","LIMCAMAR, S.L.","04/05/2020","1","1","0","600","600","0","21%"
"LIMPIEZA  EDIFICIOS ADMINISTRATIVOS","SUMINISTRO","B30132724","LIMCAMAR, S.L.","04/05/2020","1","1","0","131","131","0","21%"
"LIMPIEZA  EDIFICIOS ADMINISTRATIVOS","SUMINISTRO","B30132724","LIMCAMAR, S.L.","04/05/2020","1","1","0","84","84","0","21%"
"SERVICIO DE CATERING (MENU DE PACIENTES)","SUMINISTRO","B30553614","AMG SERVICIOS INTEGRADOS, S.L.","04/05/2020","1","1","0","8376","8376","0","10%"
"SERVICIO DE CATERING (MENU DE PACIENTES)","SUMINISTRO","B30553614","AMG SERVICIOS INTEGRADOS, S.L.","04/05/2020","1","1","0","288","288","0","10%"
"MANTENIMIENTO CENTROS SANITARIOS","SERVICIO","B30654974","MGM CONSTRUCCIONES S.L.","04/05/2020","16420.7","16420.7","0","16421","16421","0","21%"
"SERV.INSTALACIÓN MAQUINARIA Y EQUIPOS","SERVICIO","B30654974","MGM CONSTRUCCIONES S.L.","04/05/2020","1867.47","1867.47","0","1867","1867","0","21%"
"Colchón antiescaras aire","SUMINISTRO","B67064618","ARJO IBERIA, S.L.","04/05/2020","4","4","0","3388","3388","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B80196934","GARRIC MEDICA, S.L.","04/05/2020","300000","300000","0","26700","26700","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B80196934","GARRIC MEDICA, S.L.","04/05/2020","390000","390000","0","34710","34710","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B80196934","GARRIC MEDICA, S.L.","04/05/2020","210000","210000","0","18690","18690","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B80196934","GARRIC MEDICA, S.L.","04/05/2020","90000","60000","30000","8010","5340","2670","0%"
"MASCARILLAS (OTRAS)","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","04/05/2020","100","100","0","25","25","0","0%"
"INSTALACION MAMPARAS BOXES REA","SUMINISTRO","E73724403","GS10, C.B.","04/05/2020","1","1","0","35957","35957","0","21%"
"Fiad/acc. intubación","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","05/05/2020","3","3","0","11","11","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","05/05/2020","55","55","0","94","94","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","05/05/2020","90","90","0","153","153","0","0%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","05/05/2020","80","80","0","136","136","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","05/05/2020","25","25","0","43","43","0","0%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","A28017895","EL CORTE INGLES, S.A.","05/05/2020","128800","128800","0","57960","57960","0","0%"
"LIMPIEZA  EDIFICIOS ADMINISTRATIVOS","SERVICIO","A47379235","ONET IBERIA SOLUCIONES, S.A.","05/05/2020","4600","1130.38","3469.62","4600","1130","3470","21%"
"Mascarilla O2/otras","SUMINISTRO","B08438731","IZASA HOSPITAL, S.L.U","05/05/2020","150","150","0","120","120","0","0%"
"OTROS","SUMINISTRO","B30243737","VIALTA, S.L.","05/05/2020","10","10","0","186","186","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","05/05/2020","1","1","0","310","310","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","05/05/2020","100","100","0","185","185","0","21%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","B48910756","VESISMIN, S.L.","05/05/2020","18","18","0","1715","1715","0","21%"
"DESINFECTANTE TOALLITAS","SUMINISTRO","B48910756","VESISMIN, S.L.","05/05/2020","23350","23350","0","1961","1961","0","0%"
"Toall/esp.desechable","SUMINISTRO","B48910756","VESISMIN, S.L.","05/05/2020","36000","36000","0","1638","1638","0","0%"
"Fund/prot.desechable","SUMINISTRO","B61526414","MOLNLYCKE HEALTH CARE S.L.","05/05/2020","4000","4000","0","5000","5000","0","0%"
"Apósitos no activos","SUMINISTRO","B61787057","ALFASIGMA ESPAÑA, S.L.","05/05/2020","960","960","0","1764","1764","0","10%"
"ALQUILER DE VEHICULOS","SUMINISTRO","B73166936","AMBULANCIAS MAR MENOR, S.L.","05/05/2020","36","36","0","57160","57160","0","0%"
"Conector/adaptador","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","05/05/2020","10","10","0","560","560","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","05/05/2020","10","10","0","235","235","0","0%"
