Contract Number,Contractor                       Name,Short                                  Description,Full                                                       Description,Contract Status,Contract Type,Contract Entered,Contract                Expiration,Contract Amendments,Last                             Amendment,Original                                 Amount,Contract                                           Total,Managing                                                    Division
009177,MITY-LITE INC,INTERGOVERNMENT AGMT FOR FURNITURE AND WORKSTATION EQUIPMENT,"Intergovernment agreement for purchase of furniture and workstation equipment.  CMAS contract 4-17-71-0111B, State of California.",A,zgovpurag,10/16/2018,04/30/2021,0,,0.00,0.00,Facilities & Field Services
009178,"HALL, TODRICK",VIDEOGRAPHY AND PRODUCTION SERVICES,Videography and digital production services including PSA's and WeHo TV News.,A,profsvcs,10/17/2018,06/30/2021,0,,"25,000.00","25,000.00",Media & Marketing
009182,IAM STARGUARD ELITE,AQUATIC STAFF TESTING AND FACILITY AUDITS,"Aquatics C.A.P.S. staff testing, facility audits and recreation consulting services.",A,profsvcs,10/25/2018,06/30/2020,0,,"25,000.00","25,000.00",Recreation Services
009185,CINRETH INC,PROPERTY APPRAISAL SERVICES,Property appraisal services on an as-needed basis.,A,profsvcs,10/29/2018,06/30/2020,0,,"25,000.00","25,000.00",Facilities & Field Services
009188,PICO RENTS INC,"EQUIPMENT RENTAL, SET UP AND PICKUP FOR CITY EVENTS","Rental of equipment for City events, including delivery, set-up and pick up for both sponsored and co-sponsored events.",A,profsvcs,10/29/2018,06/30/2020,0,,"9,000.00","9,000.00",Public Safety Administration
009189,C.I. SERVICES INC,ROOFING INSPECTIONS AT CITY OWNED FACILITIES,"Annual roofing inspections at City owned facilities, repair services as required.",A,pworks,10/30/2018,06/30/2020,0,,"25,000.00","25,000.00",Facilities & Field Services
009190,AMERICAN LANGUAGE SERVICES,TRANSLATION SERVICES FOR PUBLIC SAFETY,Translation for Public Safety events.,A,profsvcs,10/30/2018,06/30/2020,0,,"3,000.00","3,000.00",Public Safety Administration
009192,SCULLY CAPITAL SERVICES INC,FINANCIAL SERVICES RE METRO CRENSHAW/LAX LINE,Provide financial services regarding Metro Northern Extension of the Crenshaw/LAX Line project.,A,profsvcs,11/06/2018,06/30/2020,0,,"218,375.00","218,375.00",Community & Legislative Affairs
009193,HR&A ADVISORS,FINANCIAL SERVICES RE METRO CRENSHAW/LAX PROJECT,Provide financial services regarding Metro Northern Extension of the Crenshaw/LAX Line project.,A,profsvcs,11/06/2018,06/30/2020,0,,"393,015.00","393,015.00",Community & Legislative Affairs
009197,RING LLC,SECURITY CAMERA REBATE PILOT PROGRAM,Provide security camera rebate program for residential public safety Smart City program.,A,profsvcs,11/14/2018,06/30/2020,0,,"10,000.00","10,000.00",Innovation
009201,"TAO, TERRY",LITIGATION SERVICES REGARDING WEST HOLLYWOOD PARK,Litigation services regarding West Hollywood Park Phase II claims.,A,profsvcs,11/20/2018,12/31/2020,1,10/01/2019,"25,000.00","300,000.00",Facilities & Field Services
009202,"CANTOR, ELLEN",MOU AND LOAN AGREEMENT FOR ARTWORK,MOU and Loan agreement for 30 framed art works for exhibit at West Hollywood Library.,A,m-mou,11/20/2018,12/31/2019,0,,"1,000.00","1,000.00",Arts
009203,"MURTAUGH, KIMBERLY",HOMELESS DEMOGRAPHICS ANALYSIS AND REPORT,"Analysis of 2019 Homeless Count demographic, present report to Council.",A,profsvcs,11/20/2018,06/30/2021,1,06/18/2019,"7,500.00","22,500.00",Strategic Initiatives
009204,SO CALIFORNIA EDISON-PROJECTS,INSTALLATION OF POWER LINES FOR WH PARK PHASE II PROJECT,Install power line extensions for WH Park Phase II project.,A,profsvcs,11/20/2018,07/31/2019,0,,"18,468.00","18,468.00",Facilities & Field Services
009212,ICMA,"ICMA-RC RHSA TO MAINTAIN, ADMINISTER AND RECORD-KEEP RHSA PLAN","To administer, maintain and record-keep  for Retiree Health Savings Account (RHSA).  Participant paid.",A,profsvcs,11/29/2018,11/19/2023,0,,0.00,0.00,Human Resources
009213,ICMA,"ADMINISTER, MAINTAIN AND RECORD-KEEP 457(B) AND 401(A) PLANS","Maintain, administer and record-keep 457(b) and 401(a) plans.  Participant paid.",A,profsvcs,11/29/2018,11/19/2023,1,05/24/2019,0.00,0.00,Human Resources
009216,COMMUNITY PARTNERS,ARTS COMMUNITY GRANT FOR WORKSHOP PERFORMANCE,"Arts Community Grant for workshop performance of ""Y2K"" play.  Vendor is fiscal sponsor on behalf of grantee The Lavender Effect.",A,grants,12/06/2018,12/31/2019,0,,"1,000.00","1,000.00",Arts
009225,TAPCO,TRAFFIC CONTROL PRODUCTS AND SOLUTIONS,Traffic and parking control products and solutions. US Communities contract.,A,zgovpurag,12/10/2018,02/28/2020,0,,"25,000.00","25,000.00",Engineering
009226,"IVANOVA, TATYANA",CO-SPONSORSHIP OF RUSSIAN CULTURAL EVENTS,Co-sponsorship agreement for Russian Cultural Events 2018-19.,A,specevents,12/11/2018,07/31/2019,0,,0.00,0.00,Public Safety Administration
009228,"YUSHMANOVA, IRINA",ONE CITY ONE PRIDE ARTWORK DESIGN RIGHTS,Grant for right to original art work for One City One Pride festival design.,A,specevents,12/13/2018,12/31/2019,0,,600.00,600.00,Arts
009230,HAPPY NOTES FOUNDATION,COMMUNITY ARTS GRANT,Arts grant for Russian New Year and Holiday Celebrations with Children's Choir at Fiesta Hall.,A,grants,12/13/2018,12/31/2019,0,,"1,000.00","1,000.00",Arts
009231,PATHWAYS,LEASE FOR PRESCHOOL FACILITY AT PLUMMER PARK,Lease for use of Pre-School facility at Plummer Park at 7377 Santa Monica Blvd.,A,profsvcs,12/17/2018,09/30/2019,0,,0.00,0.00,Social Services
009233,WONDERBOX STUDIOS,VIDEOGRAPHY AND DIGITAL PRODUCTION AS NEEDED,"Videography and digital production services, ongoing as needed basis.",A,profsvcs,12/18/2018,06/30/2020,0,,"50,000.00","50,000.00",Media & Marketing
009234,"DESHAZOR, JAMES BRIAN",VIDEOGRAPHY AND DIGITAL PRODUCTION SERVICES,"Videography and digital production services, ongoing on an as-needed basis.",A,profsvcs,12/18/2018,06/30/2020,0,,"50,000.00","50,000.00",Media & Marketing
009238,WE ARE FROM THE EARTH,ARTS GRANT FOR COMMUNITY EVENT,"Arts grant for community event of music, art and social awareness education and empowerment.",A,grants,12/18/2018,12/31/2019,0,,"1,000.00","1,000.00",Arts
009240,OPEN COUNTER ENTERPRISES INC,WEB BASED ZONING AND BUSINESS PORTAL,"Interactive zoning and business portal for permit access.  Three year agmt, for Year 1 $51,000., Year 2 $37,500. Year 3 $37,500.",A,profsvcs,12/19/2018,12/18/2021,0,,"126,000.00","126,000.00",Business Development
009241,WEST HOLLYWOOD MARKETING CORP,MANAGE & ADMINISTER TOURISM IMPROVEMENT DISTRICT,"Manage and administer Travel & Tourism improvement district. Contract No. 9241 is a ten year contract with a start date of January 1, 2019 and a set to expire on June 30, 2028.  This contract starts on January 1, 2019 to allow for the administrative preparation to occur.  It should not be considered a date for payment terms.
Payment terms to this contract should begin in the new fiscal year, July 1,",A,profsvcs,12/19/2018,12/31/2028,0,,"6,573,000.00","6,573,000.00",Economic Development Administration
009248,AESCO,PUBLIC WORKS INSPECTION SERVICES,Public Works inspection services,A,profsvcs,12/28/2018,06/30/2020,0,,"25,000.00","25,000.00",Facilities & Field Services
009250,FEARLESS FUTURE,ONGOING VIDEOGRAPHY AND PRODUCTION SERVICES,Ongoing videography and digital production services.,A,profsvcs,01/11/2019,06/30/2020,0,,"25,000.00","25,000.00",Media & Marketing
009251,KAHUNA RESTAURANT GROUP LLC,GRANT FOR PARKLET PROGRAM PROJECT,Grant for Parklet adjacent to Fiesta Cantina.,A,grants,01/15/2019,12/31/2019,0,,"25,000.00","25,000.00",Long Range Planning
009253,"JENNINGS, JAY",MOU FOR LOAN OF ARTWORK,"MOU for loan of artwork for exhibit, ""Remembering Beverly Park"".",A,m-mou,01/22/2019,02/28/2020,0,,"1,000.00","1,000.00",Arts
009254,"SCOTT, NOLAN",VIDEOGRAPHY & DIGITAL PRODUCTION AS NEEDED,"On-going videography and digital production services on an as needed basis. Not to exceed $25,000. per fiscal year.",A,profsvcs,01/22/2019,06/30/2020,0,,"50,000.00","50,000.00",Media & Marketing
009256,360 KARMA PRODUCTIONS,CO-SPONSORSHIP AGREEMENT FOR SHE ANGELS EVENT,Co-sponsorship agreement for organizing production elements for She Angels events.  In-kind support.,A,specevents,01/23/2019,12/06/2019,0,,0.00,0.00,Event & Film Services
009257,CALIFORNIA STREET LIGHTING,MAINTENANCE FOR STREET LIGHTS MONTH TO MONTH AGMT,"Interim agreement for street light maintenance on a month to month basis, not to exceed $30,000. per month.",A,pworks,01/23/2019,12/31/2019,0,,"330,000.00","330,000.00",Engineering
009258,PORTFOLIO RECOVERY ASSOCIATES,FOR TRANSIERNT OCCUPANCY TAX CONSULTING SERVICES,"Transient Occupancy Tax audit, compliance and consulting services including on-site examination of the records of selected lodging properties.",A,profsvcs,01/29/2019,12/31/2019,0,,"25,000.00","25,000.00",Revenue Management
009260,OMEGA CONSTRUCTION CO INC,ON-CALL GENERAL CONTRACTOR SERVICES,For general contractor services and tenant improvements on an as-needed basis.,A,pworks,02/08/2019,08/30/2024,0,,"844,504.00","844,504.00",Facilities & Field Services
009262,WESTAF,SUBSCRIPTION FOR PUBLIC ART ARCHIVE SYS MGMT,Subscription to Public Art Archive Collection Management System Service.,A,profsvcs,02/12/2019,01/08/2020,0,,"1,500.00","1,500.00",Arts
009266,BROWN AND CALDWELL,SEWER ENGINEERING DESIGN,Sewer engineering design at Melrose & Robertson,A,profsvcs,02/12/2019,06/30/2020,0,,"7,304.00","7,304.00",Engineering
009268,"LOWRY, REBECCA",FABRICATE ART EXHIBIT COMPONENT,"Fabricate signs that are components of art exhibit ""Regard"".",A,profsvcs,02/13/2019,12/31/2019,0,,"1,500.00","1,500.00",Arts
009269,"FORTUN, KAYLI",ONGOING VIDEOGRAPHY PRODUCTION SERVICES,"Ongoing videography production services, as needed basis.",A,profsvcs,02/13/2019,06/30/2020,0,,"50,000.00","50,000.00",Media & Marketing
009270,MICROSOFT CORPORATION,ANNUAL PREMIER SUPPORT SERVICES,Annual Microsoft premier support services.,A,web/tech,02/13/2019,03/20/2020,0,,"24,821.00","24,821.00",Information Technology
009272,PARDESS AIR INC,HVAC UNIT AT PLUMMER PARK REMOVE AND REPLACE,"Remove and replace HVAC unit at Plummer Park Community Center. Base contract amount $382,000.  20% contingency is shown in supplemental.",A,pworks,02/14/2019,12/01/2019,0,,"382,000.00","382,000.00",Facilities & Field Services
009277,FRANK & SON INC,WAYFINDING SIGNAGE THROUGHOUT CITY,Fabrication and installation of wayfinding signage throughout City.  Council authorized contingency shown in supplemental.,A,pworks,02/21/2019,12/31/2019,1,02/21/2019,"118,335.00","142,002.00",Facilities & Field Services
009278,MANAGED HEALTH NETWORK,EMPLOYEE ASSISTANCE PROGRAM,Provide employee assistance program services.,A,profsvcs,02/21/2019,12/31/2019,0,,"15,500.00","15,500.00",Human Resources
009279,ONENINTH LLC,VIDEOGRAPHY SERVICES AS NEEDED,"On-going videography and digital video production services as needed, not to exceed $25,000. per year.",A,profsvcs,02/21/2019,06/30/2020,0,,"50,000.00","50,000.00",Media & Marketing
009281,HR&A ADVISORS,DEVELOP CITY STRATEGIC PLAN,"Manager/Facilitator to assist in development of City Strategic Plan for Vision 2050, includes community outreach.",A,profsvcs,02/22/2019,06/30/2020,0,,"307,000.00","307,000.00",City Manager / Legislative & Executive
009282,"RAMIREZ, EMILIO",ON CALL GENERAL CONTRACTOR,On-call general contractor for tenant improvements as needed.,A,pworks,02/25/2019,06/30/2024,0,,"938,261.00","938,261.00",Facilities & Field Services
009300,"REYES, LIA",ASSESSMENT OF AUTOMATED PARKING GARAGE,Evaluation and assessment of automated parking garage.,A,profsvcs,03/01/2019,12/31/2019,0,,"53,000.00","53,000.00",Parking
009302,"MEYER, NANCY",CONSULTANT FOR PUBLIC ARTS,Consultant for public arts programs,A,profsvcs,03/04/2019,06/30/2020,1,07/22/2019,"10,000.00","24,000.00",Arts
009303,"VISBAL, KRISTEN",MOU FOR LOAN OF ARTWORK,MOU for loan of artwork for library exhibit.,A,m-mou,03/04/2019,12/31/2019,0,,0.00,0.00,Arts
009310,PSOMAS,PREPARE RADIUS MAPS,"Prepare radius maps for single address provided by City. (Original agreement includes base contract amount of $2,500. plus 10% contingency of $250.)",A,profsvcs,03/05/2019,06/30/2020,3,07/19/2019,"2,750.00","57,313.00",Engineering
009312,ENTERPRISE SECURITY INC,SECURITY ACCESS CONTROL,Security systems installations and maintenance including CCTV and electronic access control.,A,profsvcs,03/14/2019,06/30/2024,0,,"500,000.00","500,000.00",Facilities & Field Services
009313,NEW TANGRAM LLC,PROCUREMENT OF OFFICE AND PUBLIC SPACE FURNISHINGS,"Procurement of office and public space furnishings, including installations, support and design services for City maintained facilities.",A,profsvcs,03/14/2019,04/09/2020,0,,"400,000.00","400,000.00",Facilities & Field Services
009314,CORT BUSINESS SVCS CORPORATION,PROCUREMENT OF OFFICE & PUBLIC SPACE  FURNISHINGS,"Procurement of office and public space furnishings including installation, support and design services for City maintained facilities.",A,profsvcs,03/15/2019,04/09/2020,0,,"200,000.00","200,000.00",Facilities & Field Services
009316,IVP PUBLIC ART,PUBLIC ART PROGRAMS CONSULTANT,Consultant for public art programs.,A,profsvcs,03/15/2019,06/30/2020,0,,"10,000.00","10,000.00",Arts
009317,SYSTEMS SOURCE INC,PROCUREMENT OF OFFICE AND PUBLIC SPACE FURNISHING,"Procurement of office and public space furnishings including installation, support and design for City maintained facilities.",A,profsvcs,03/15/2019,12/31/2020,0,,"500,000.00","500,000.00",Facilities & Field Services
009318,CEM CONSTRUCTION CORPORATION,CONCRETE REPAIR PROGRAM CIP 1901,"Concrete repair Phase VIII, CDBG Project 60194-18 CIP 1901.  Council approval includes Change Orders not to exceed 15% of contract total.  This will be shown in contemporaneous supplemental entry, $30, 821.  Contingency amount corrected by supplemental 2276.",A,pworks,03/18/2019,06/30/2020,3,08/13/2019,"205,475.00","236,300.00",Engineering
009319,HERE DESIGN STUDIO LLC,COMMUNITY OUTREACH FOR STREET GREENWAYS,Community outreach for street installation of Neighborhood Greenways.,A,profsvcs,03/19/2019,06/30/2020,0,,"311,880.00","311,880.00",Long Range Planning
009322,CITY OF LA /SANITATION,MOU FOR BALLONA CREEK WATERSHED ADMINISTRATION,Memorandum of Agreement - multi city administration and cost sharing agreement for Ballona Creek Watershed CIMP aqnd EWMP.,A,m-mou,03/19/2019,06/30/2023,0,,"75,734.00","75,734.00",Engineering
009325,"ALMBERG, SETH","GRANT FOR FILM SCREENING OF ""ROSAS"" ONE CITY ONE PRIDE","Grant for film screening of ""Rosas"" during One City One Pride.",A,grants,03/26/2019,12/31/2020,1,06/18/2019,"5,520.00","5,520.00",Arts
009326,"KWON, YOZMIT",GRANT FOR PERFORMANCE ART PROJECT FOR ONE CITY ONE PRIDE,"Grant for multi media performance art project at One City One Pride, ""Do You: Hathorian Rhapsodies""",A,grants,03/26/2019,12/31/2019,0,,"5,000.00","5,000.00",Arts
009327,GAYTINO LLC,GRANT FOR FILM FOR ONE CITY ONE PRIDE,"Grant for postproduction and screening of film ""Gaytino! Made in America"" during One City One Pride.",A,grants,03/26/2019,12/31/2019,0,,"4,800.00","4,800.00",Arts
009328,"DAVILA, GREG A","GRANT FOR FILM SCREENING ""LA: A QUEER HISTORY""","Grant for film screening of ""LA: A Queer History"".",A,grants,03/26/2019,12/31/2019,0,,"5,520.00","5,520.00",Arts
009329,"SHIMEALL, GEORGE",PERFORMER FOR WINTER SOUNDS CONCERT,Artist/performer agreement for Winter Sounds concert.,A,recreation,03/26/2019,04/01/2020,0,,"3,000.00","3,000.00",Arts
009330,GREAT AMERICAN SWING BAND,PERFORMER FOR SUMMER SOUNDS CONCERT,"Performer agreement for Summer Sounds concert at Plummer Paark June 23, 2019.",A,recreation,03/26/2019,08/15/2019,0,,"2,000.00","2,000.00",Arts
009331,GOLDFARB & LIPMAN LLP,HOUSING POLICY REVIEWS,City housing policy reviews regarding tenant transfers and disabled tenants rights.,A,profsvcs,03/26/2019,12/31/2019,0,,"18,000.00","18,000.00",Rent Stabilization & Housing
009334,PENCO ENGINEERING INC,ENGINEERING DESIGN FOR HAVENHURST CUL DE SAC,"Engineering design for Havenhurst cul de sac.  Council approved contract amount of $84,900. plus 5% contingency, see supplemental.",A,profsvcs,04/02/2019,06/30/2020,1,04/03/2019,"84,900.00","89,145.00",Engineering
009335,SILVERLAKE CONSERVATION LLC,ART WORK MAINTENANCE AND CONSERVATION,"On-call artwork maintenance and conservation, not to exceed $45,000. annually.",A,profsvcs,04/02/2019,06/30/2023,0,,"180,000.00","180,000.00",Arts
009336,ROSA LOWINGER & ASSOCIATES,ART WORK MAINTENANCE AND CONSERVATION,"On-call artwork maintenance and conservation. Not to exceed $45,000. annually.",A,profsvcs,04/02/2019,06/30/2023,0,,"180,000.00","180,000.00",Arts
009337,SCULPTURE CONSERVATION STUDIO,ART WORK MAINTENANCE AND CONSERVATION,"On-call artwork maintenance and conservation services.  Four year agreement, not to exceed $45,000. annually.",A,profsvcs,04/02/2019,06/30/2023,0,,"180,000.00","180,000.00",Arts
009338,"DESANO, ARIANNA",ARTS GRANT FOR CLASSICAL MUSIC PRODUCTION,Arts grant for musical about political polarization.,A,grants,04/02/2019,12/31/2019,0,,"2,000.00","2,000.00",Arts
009339,HUMMINGBIRD CONTENT STUDIO,VIDEOGRAPHY AND PRODUCTION SERVICES,As needed videography and digital video production services,A,profsvcs,04/02/2019,06/30/2020,0,,"50,000.00","50,000.00",Media & Marketing
009341,KONTRAPUNKTUS NEO-BAROQUE,ARTS DEVELOPMENT GRANT FOR MUSICAL PRODUCTION,"Arts grant for classical music production of ""Il Barocco"". Three year grant, FY 19 $1,500. FY 20 $2,000. FY 21 $2,500.",A,grants,04/02/2019,12/31/2021,0,,"6,000.00","6,000.00",Arts
009342,"NOYCE, SEAN","ARTS GRANT FOR DIGITAL PROJECT ""KNOCK ON WOOD"".","Arts grant award to fund ""Knock on Wood"" digital production.",A,grants,04/02/2019,12/31/2019,0,,"2,000.00","2,000.00",Arts
009344,HEIDI DUCKLER DANCE THEATRE,ARTS GRANT FORT DANCE RESIDENCY AND PERFORMANCE,"Arts project grant for ""Dancemobile"" dance residency and performance collaboration with Center for Early Education.",A,grants,04/02/2019,12/31/2020,0,,"15,250.00","15,250.00",Arts
009345,LAMBDA LITERARY FOUNDATION,ARTS PROJECT GRANT FOR ANNUAL LITERARY EVENTS,Arts project grant for literary events including Lambda Literary Community Engagement programs.,A,grants,04/02/2019,12/31/2020,0,,"15,250.00","15,250.00",Arts
009346,VOX FEMINA LOS ANGELES,ARTS PROJECT GRANT FOR COMMUNITY CONCERT,Arts grant project for community concert celebrating Pride.,A,grants,04/02/2019,12/31/2020,0,,"14,250.00","14,250.00",Arts
009348,"SOUTH EAST EUROPEAN FILM, FESTIVAL",ARTS GRANT PROJECT FOR FILM FESTIVAL,Grant for SEEfest Accelerator Program and SEE film festival.,A,grants,04/04/2019,12/31/2020,0,,"15,250.00","15,250.00",Arts
