"Obj";"Organo";"Procedimiento de adjudicación";"Tipo de contrato";"Importe de licitación";"Importe de adjudicación";"Instrumento de publicación";"Número de licitadores";"Identidad del adjudicatario";"Ejercicio";"Código Expediente";"M"
"CAD ELECTRICIDAD ABRIL";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"9.697,63";"";"";"ENDESA ENERGIA S.A.";"2017";"";"CONTRATO MENOR"
"EMB OBRAS EN ROCODROMO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"9.985,10";"";"";"PROYECTOS REALIZACIONES ARAGON";"2017";"";"CONTRATO MENOR"
"CFZ ELECTRICIDAD FEBRERO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"1.274,01";"";"";"EXPO ZARAGOZA EMPRESARIAL S.A.";"2017";"";"CONTRATO MENOR"
"ARRENDAMIENTO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"7.789,72";"";"";"EXPO ZARAGOZA EMPRESARIAL S.A.";"2017";"";"CONTRATO MENOR"
"CFZ ARRENDAMIENTO ABRIL";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"7.789,72";"";"";"EXPO ZARAGOZA EMPRESARIAL S.A.";"2017";"";"CONTRATO MENOR"
"CFZ CLIMATIZACION DICIEMB";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"1.716,19";"";"";"EXPO ZARAGOZA EMPRESARIAL S.A.";"2017";"";"CONTRATO MENOR"
"DDD 1T/2017";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"2.575,91";"";"";"DAYMAX SL";"2017";"";"CONTRATO MENOR"
"CAD ELECTRICIDAD ENERO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"5.413,52";"";"";"ENDESA ENERGIA S.A.";"2017";"";"CONTRATO MENOR"
"CAD ACUMULADOR DE AGUA";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"6.199,00";"";"";"FERROVIAL SERVICIOS SA";"2017";"";"CONTRATO MENOR"
"CMD ARRENDAMIENTO MARZO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"3.686,87";"";"";"RESIDENCIA RAMON PIGNATELLI S.";"2017";"";"CONTRATO MENOR"
"CMD ALQUILER JULIO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"3.686,87";"";"";"RESIDENCIA RAMON PIGNATELLI S.";"2017";"";"CONTRATO MENOR"
"DESINFECCIÓN, DESINSECTACIÓN Y DESRATIZACIÓN VARIO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"7.235,32";"";"";"DAYMAX SL";"2017";"";"CONTRATO MENOR"
"CAD JARDINERIA NOVIEMBRE";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"680,00";"";"";"GARDENIERS SL";"2017";"";"CONTRATO MENOR"
"CFZ CLIMATIZACION FEBRERO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"1.638,09";"";"";"EXPO ZARAGOZA EMPRESARIAL S.A.";"2017";"";"CONTRATO MENOR"
"CAD ADQUISICION DE CINTA CORRER GIMNASIO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"4.679,07";"";"";"EXERCYCLE S.A.";"2017";"";"CONTRATO MENOR"
"CFZ ALQUILER OCTUBRE";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"7.789,72";"";"";"EXPO ZARAGOZA EMPRESARIAL S.A.";"2017";"";"CONTRATO MENOR"
"ARRENDAMIENTO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"7.789,72";"";"";"EXPO ZARAGOZA EMPRESARIAL S.A.";"2017";"";"CONTRATO MENOR"
"CFZ ARRENDAMIENTO SEPTIEMBRE";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"7.789,72";"";"";"EXPO ZARAGOZA EMPRESARIAL S.A.";"2017";"";"CONTRATO MENOR"
"CMD ARRENDAMIENTO NOVIEMB";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"3.686,87";"";"";"RESIDENCIA RAMON PIGNATELLI S.";"2017";"";"CONTRATO MENOR"
"DGD PROGRAMA VADI PEDAGOG";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"2.900,00";"";"";"ALASTRUE POZO PERE";"2017";"";"CONTRATO MENOR"
"ELABORACION PROGRAMA DEPO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"2.880,00";"";"";"CONSELL ESPORTIU DEL BAIX LLOB";"2017";"";"CONTRATO MENOR"
"CFZ ALQUILER DICIEMBRE";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"7.789,72";"";"";"EXPO ZARAGOZA EMPRESARIAL S.A.";"2017";"";"CONTRATO MENOR"
"DGD PROGRAMA VADI PEDAGOG";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"2.900,00";"";"";"GONZALEZ AREVALO CARLOS";"2017";"";"CONTRATO MENOR"
"CAD CINTA CORRER GIMNASIO";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"4.679,07";"";"";"EXERCYCLE S.L.";"2017";"";"CONTRATO MENOR"
"DDD VARIOS CENTROS 4 TRIM";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"1.531,67";"";"";"DAYMAX SL";"2017";"";"CONTRATO MENOR"
"DDD 3T/2017";"EDUCACIÓN, CULTURA Y DEPORTE";"";"";"";"1.553,10";"";"";"DAYMAX SL";"2017";"";"CONTRATO MENOR"
"2 GALAS LIRICAS EN HUESCA Y ZARAGOZA POR SAN JORGE";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"14.000,00";"";"";"ASOC ARAGONESA DE LA OPERA MIG";"2017";"";"CONTRATO MENOR"
"CONCIERTO MARLA SLOAN Y SHARIFF EN SAN JORGE 2017";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"5.445,00";"";"";"BORINA PRODUCCIONES S.L.";"2017";"";"CONTRATO MENOR"
"VIDEO-AUDIO ACTO INSTITUCIONAL SAN JORGE 2017";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"3.149,99";"";"";"TELESONIC S.A.";"2017";"";"CONTRATO MENOR"
"SONIDO/ILUMINACION EN ACTOS ED. PIGNATELLI S.JORGE";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"8.518,40";"";"";"SERMICRA MONTAJES EFIMEROS S.L";"2017";"";"CONTRATO MENOR"
"VALOR VEHÍCULO ENTREGA A CUENTA EN ADQ VEH HOMOLOG";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"300,00";"";"";"PIRENAUTO S.L.";"2017";"";"CONTRATO MENOR"
"ACTUACION CULTURAL Y CIENTIFICA DIA SAN JORGE 2017";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"9.000,00";"";"";"ESCIENCIA EVENTOS CIENTIFICOS";"2017";"";"CONTRATO MENOR"
"EQUIPO MULTIFUNCION RICOH MP C3504SP 35";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"5.553,90";"";"";"SOLITIUM S.L.";"2017";"";"CONTRATO MENOR"
"ACTUACION TEATRAL EL 24 ABRIL 2017 EN PIGNATELLI";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"7.000,00";"";"";"ASOC CULTURAL MAGENTA ESPECTAC";"2017";"";"CONTRATO MENOR"
"ACTUACION MUSICOS DE SU ALTEZA SAN JORGE 2017";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"14.999,99";"";"";"SESQUIALTERA SL";"2017";"";"CONTRATO MENOR"
"LIMPIEZA TELAS DE LAS PAREDES DEL AREA INSTIT.";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"4.542,38";"";"";"RIELDECOR SL";"2017";"";"CONTRATO MENOR"
"TAPICERÍA MIXTA VEHICULO COMO BIEN NO HOMOLOGADO";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"590,00";"";"";"PIRENAUTO S.L.";"2017";"";"CONTRATO MENOR"
"CUÑAS PUBLICITARIAS EN CADENA SER POR SAN JORGE";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"3.956,70";"";"";"RADIO ZARAGOZA S.A.";"2017";"";"CONTRATO MENOR"
"PATROCINIO 35 AÑOS ESTAT. AUTONOMIA HERALDO ARAGON";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"7.260,00";"";"";"BLUE MEDIA COMUNICACION, S.L.";"2017";"";"CONTRATO MENOR"
"PATROCINIO COMIC SAN JORGE EN HERALDO DE ARAGON";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"13.310,00";"";"";"BLUE MEDIA COMUNICACION, S.L.";"2017";"";"CONTRATO MENOR"
"COCTEL ACTO INSTITUCIONAL EL DIA DE ARAGON";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"3.300,00";"";"";"GRUPO SERMAN HOSTELERIA S.L.";"2017";"";"CONTRATO MENOR"
"SEGURIDAD ACTOS SAN JORGE EN EDIFICIO PIGNATELLI";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"3.177,19";"";"";"CIA VIGILANCIA ARAGONESA S.L.";"2017";"";"CONTRATO MENOR"
"TALA DE 16 UNIDADES DE PINO";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"7.340,83";"";"";"EBRO JARDIN ARAGON S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO ESTORES ZONA INSTITUCIONAL PRESIDENCIA";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"6.563,89";"";"";"RIELDECOR SL";"2017";"";"CONTRATO MENOR"
"REPARACION DOS PUERTAS DE ENTRADA A JARDINES PATIO";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"6.203,67";"";"";"PUERTAS Y PERSIANAS AUTOMATATI";"2017";"";"CONTRATO MENOR"
"REPARACION PUERTAS MECANICAS JARDIN ED.PIGNATELLI";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"6.203,67";"";"";"PUERTAS Y PERSIANAS AUTOMATATI";"2017";"";"CONTRATO MENOR"
"SUMINISTRO ESTORES ZONA INSTITUCIONAL PRESIDENCIA";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"6.563,89";"";"";"RIELDECOR SL";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE MATERIAL PARA ENVIOS INSTITUCIONALES";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"5.868,50";"";"";"SISTEMAS DE IMPRESION INDUSTRI";"2017";"";"CONTRATO MENOR"
"REPOSICIÓN 18 LAURELES EN JARDINES DE PRESIDENCIA";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"3.295,75";"";"";"EBRO JARDIN ARAGON S.A.";"2017";"";"CONTRATO MENOR"
"COMPRA INSIGNIA 7739 KDF";"PRESIDENCIA DEL GOBIERNO DE ARAGÓN";"";"";"";"21.988,30";"";"";"PIRENAUTO S.L.";"2017";"";"CONTRATO MENOR"
"INFORME SITUACION EN ARAGON EN 2016 SECTORES ECONÓ";"CONSEJO ECONÓMICO Y SOCIAL DE ARAGÓN";"";"";"";"3.630,00";"";"";"UNIVERSIDAD DE ZARAGOZA";"2017";"";"CONTRATO MENOR"
"ESTUDIO CRECIMIENTO Y RENTABILIDAD EMPRESAS ARAGON";"CONSEJO ECONÓMICO Y SOCIAL DE ARAGÓN";"";"";"";"5.445,00";"";"";"UNIVERSIDAD DE ZARAGOZA";"2017";"";"CONTRATO MENOR"
"ESTUDIO SOBRE LA FORMACION DEL CAPITAL DIRECTIVO E";"CONSEJO ECONÓMICO Y SOCIAL DE ARAGÓN";"";"";"";"7.199,50";"";"";"FUNDACION UNIVERSIDAD AUTONOMA";"2017";"";"CONTRATO MENOR"
"INFORME SITUACION EN ARAGON EN 2016 SECTORES ECONÓ";"CONSEJO ECONÓMICO Y SOCIAL DE ARAGÓN";"";"";"";"3.630,00";"";"";"UNIVERSIDAD DE ZARAGOZA";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. CAMP ARAGÓN 2017 RADIO EBRO";"PRESIDENCIA";"";"";"";"5.000,00";"";"";"RADIO EBRO S.L.";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. EN PERIÓDICO NOTICIES DEL MATARRAÑA";"PRESIDENCIA";"";"";"";"8.470,00";"";"";"MAS MUT PRODUCCIONS S.L.";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. CAMP. ARAGÓN 2017 EN ONDA CERO HUESCA";"PRESIDENCIA";"";"";"";"6.676,00";"";"";"UNIPREX S.A.";"2017";"";"CONTRATO MENOR"
"BUSCADOR SEMÁNTICO BASE DATOS REGISTRO GRAL CONVEN";"PRESIDENCIA";"";"";"";"5.450,00";"";"";"INSTITUTO TECNOLOGICO DE ARAGO";"2017";"";"CONTRATO MENOR"
"ELABORACIÓN CUÑAS PUBLICITARIAS MAYO/JUNIO";"PRESIDENCIA";"";"";"";"2.395,80";"";"";"AGENCIA ARAGONESA COMUNICACION";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. EN EL ECONOMISTA SUPLM. I+D+I";"PRESIDENCIA";"";"";"";"5.445,00";"";"";"COMERCIAL MULTIMEDIA VOCENTO S";"2017";"";"CONTRATO MENOR"
"TRABAJOS AUDIOVISUALES 20-31 MAR ABR MAY";"PRESIDENCIA";"";"";"";"5.280,44";"";"";"BIENVENIDO GIL S.L.";"2017";"";"CONTRATO MENOR"
"APOYO TECNICO AUDIOVISUAL A D COMUNICACIÓN";"PRESIDENCIA";"";"";"";"19.360,00";"";"";"BIENVENIDO GIL S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO FOTOCOPIADORA SGT GESTIÓN ECONOÓMICA/CO";"PRESIDENCIA";"";"";"";"5.336,53";"";"";"SOLITIUM S.L.";"2017";"";"CONTRATO MENOR"
"BUSCADOR SEMÁNTICO BASE DATOS REGISTRO GRAL CONVEN";"PRESIDENCIA";"";"";"";"6.594,50";"";"";"INSTITUTO TECNOLOGICO DE ARAGO";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. EN EL ECONOMISTA ESPC. INFRAESTRUCTU";"PRESIDENCIA";"";"";"";"5.445,00";"";"";"COMERCIAL MULTIMEDIA VOCENTO S";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. EN EXTRADIGITAL.ES / INF. LEY DE TRAN";"PRESIDENCIA";"";"";"";"6.050,00";"";"";"AVANTE COMUNICACION S.L.";"2017";"";"CONTRATO MENOR"
"SUM PRENSA JUN";"PRESIDENCIA";"";"";"";"1.102,30";"";"";"FUNDACION DFA";"2017";"";"CONTRATO MENOR"
"SUMINISTRO PRENSA D. COMUNICACIÓN Y GABINETE C.";"PRESIDENCIA";"";"";"";"11.100,00";"";"";"FUNDACION DFA";"2017";"";"CONTRATO MENOR"
"DIF. PUBLC. CAMP ARAGÓN 2017 COPE TE JUNIO";"PRESIDENCIA";"";"";"";"1.766,67";"";"";"RADIO POPULAR S.A.-COPE ZARAGO";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. CAMP. ARAGÓN ES 2017 LA COMARCA";"PRESIDENCIA";"";"";"";"1.767,99";"";"";"PROMOTORA CULTURAL BAJO ARAGON";"2017";"";"CONTRATO MENOR"
"MANT. SOPORTE Y ALOJAM. BIBLIOTECA VIRTUAL DERECHO";"PRESIDENCIA";"";"";"";"10.344,29";"";"";"DIGIBIS SL";"2017";"";"CONTRATO MENOR"
"DIF. PUB. DIARIO DEL ALTOARAGÓN CAMP. INCENDIOS";"PRESIDENCIA";"";"";"";"1.815,01";"";"";"BLUE MEDIA COMUNICACION, S.L.";"2017";"";"CONTRATO MENOR"
"ELABORACIÓN DE VÍDEOS PARA REDES SOCIALES DEL GOBI";"PRESIDENCIA";"";"";"";"6.243,60";"";"";"AGENCIA ARAGONESA COMUNICACION";"2017";"";"CONTRATO MENOR"
"DIF. PUBL EN UNIDAD EDITORIAL";"PRESIDENCIA";"";"";"";"2.000,00";"";"";"ARLET GESTION DE LA COMUNICACI";"2017";"";"CONTRATO MENOR"
"DIF. PUBLC. CAMP S Y PREV INCENDIOS EN EL PERIÓDIC";"PRESIDENCIA";"";"";"";"6.050,00";"";"";"PRENSA DIARIA ARAGONESA S.A.";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. CAMP. ARAGÓN 2017 EN COPE TERUEL";"PRESIDENCIA";"";"";"";"5.300,00";"";"";"RADIO POPULAR S.A.-COPE ZARAGO";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. FIESTAS DE SAN LORENZO EN R. HUESCA,";"PRESIDENCIA";"";"";"";"6.050,00";"";"";"BLUE MEDIA COMUNICACION, S.L.";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. HERALDO.ES AMPL. CAMP. INCENDIOS";"PRESIDENCIA";"";"";"";"6.000,00";"";"";"BLUE MEDIA COMUNICACION, S.L.";"2017";"";"CONTRATO MENOR"
"DIF. PUB. RADIO CALAMOCHA CAMP ARAGÓN 2017 JULIO";"PRESIDENCIA";"";"";"";"520,30";"";"";"FIELDSMEDIA S.L.U.";"2017";"";"CONTRATO MENOR"
"DIF. PUBL. EN MEDIOS DE UNIDAD EDITORIAL";"PRESIDENCIA";"";"";"";"2.000,00";"";"";"ARLET GESTION DE LA COMUNICACI";"2017";"";"CONTRATO MENOR"
"MODULO A CIEGO SUELO/TECH";"PRESIDENCIA";"";"";"";"5.500,53";"";"";"LARA BELSUE S.L.U.";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. CAMP. ARAGÓN 2017 EN C. COPE HUESCA";"PRESIDENCIA";"";"";"";"5.500,00";"";"";"RADIO POPULAR S.A.-COPE ZARAGO";"2017";"";"CONTRATO MENOR"
"ELABORACIÓN VIDEOS REDES SOCIALES JULIO";"PRESIDENCIA";"";"";"";"1.040,60";"";"";"AGENCIA ARAGONESA COMUNICACION";"2017";"";"CONTRATO MENOR"
"DIF. PUBL. RADIO CALAMOCHA CAMP. ARAGÓN 2017 JUNIO";"PRESIDENCIA";"";"";"";"520,30";"";"";"FIELDSMEDIA S.L.U.";"2017";"";"CONTRATO MENOR"
"DIF. PUBLC. CAMP ARAGÓN 2017 COPE HU JUNIO";"PRESIDENCIA";"";"";"";"1.833,34";"";"";"RADIO POPULAR S.A.-COPE ZARAGO";"2017";"";"CONTRATO MENOR"
"REALIZACIÓN SPOT PUBLIC. DE INF. SOBRE PLAN DE DEP";"PRESIDENCIA";"";"";"";"4.235,00";"";"";"ASUNTOS PUBLICOS Y COMUNICACIO";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. EN EL POLLO URBANO";"PRESIDENCIA";"";"";"";"3.993,00";"";"";"NUEVOS MEDIOS ARAGONESES S.L.";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. CAMP ARAGÓN 2017 EN RADIO HUESCA FM Y";"PRESIDENCIA";"";"";"";"12.000,00";"";"";"BLUE MEDIA COMUNICACION, S.L.";"2017";"";"CONTRATO MENOR"
"DIF. PUB. EL PERIÓDICO DE A CAMP INCENDIOS";"PRESIDENCIA";"";"";"";"3.025,00";"";"";"PRENSA DIARIA ARAGONESA S.A.";"2017";"";"CONTRATO MENOR"
"DIF. PUB. EL PERIÓDICO DE A CAMP INCENDIOS";"PRESIDENCIA";"";"";"";"3.025,00";"";"";"PRENSA DIARIA ARAGONESA S.A.";"2017";"";"CONTRATO MENOR"
"REALIZACIÓN SPOT REHABILITACIÓN VIVIENDA";"PRESIDENCIA";"";"";"";"3.025,00";"";"";"ARAGON COMUNICACION AUDIOVISUA";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC EN MEDIOS DIGITALES DE UNIDAD EDITORIA";"PRESIDENCIA";"";"";"";"14.000,00";"";"";"ARLET GESTION DE LA COMUNICACI";"2017";"";"CONTRATO MENOR"
"MANAT Y HOSTING DEL SERV. APLICTIVO IBOA Y WEB DE";"PRESIDENCIA";"";"";"";"5.614,40";"";"";"NUBEMEDIA SEORIENTED S.L.";"2017";"";"CONTRATO MENOR"
"AUDITORIA DE IMAGEN DEL MANUAL DE IDENTIDAD CORPOR";"PRESIDENCIA";"";"";"";"3.102,44";"";"";"AMSELEM FERNANDEZ CARLOS";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC CAMP ARAGÓN 2017 RADIO EBRO MAYO";"PRESIDENCIA";"";"";"";"605,00";"";"";"RADIO EBRO S.L.";"2017";"";"CONTRATO MENOR"
"DIF. PUB. RADIO EBRO CAMP ARAGÓN ES 2017";"PRESIDENCIA";"";"";"";"605,00";"";"";"RADIO EBRO S.L.";"2017";"";"CONTRATO MENOR"
"DIF. PUBLC. CAMP. S Y PREV. INCENDIOS EN DIARIO AL";"PRESIDENCIA";"";"";"";"3.630,00";"";"";"BLUE MEDIA COMUNICACION, S.L.";"2017";"";"CONTRATO MENOR"
"SUSCRIPCION 1 AÑO 5 EL PE";"PRESIDENCIA";"";"";"";"3.199,80";"";"";"KIOSKOYMAS SDAD GESTORA DE LA";"2017";"";"CONTRATO MENOR"
"ACTOS COMUNICACIÓN 06/17.";"PRESIDENCIA";"";"";"";"3.456,97";"";"";"BIENVENIDO GIL S.L.";"2017";"";"CONTRATO MENOR"
"PRENSA COMUNICACION";"PRESIDENCIA";"";"";"";"3.325,00";"";"";"FUNDACION DFA";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. EN ONDA CERO CAMP. DIA CONSTITUCIÓN";"PRESIDENCIA";"";"";"";"3.586,44";"";"";"UNIPREX S.A.";"2017";"";"CONTRATO MENOR"
"MANT. SERVL VOZ WEB, LECTURA DOC. HTLM Y PDF PUBLI";"PRESIDENCIA";"";"";"";"3.484,80";"";"";"READSPEAKER WEBSERVICES S.L.";"2017";"";"CONTRATO MENOR"
"ACTOS COMUNICACIÓN 07/17.";"PRESIDENCIA";"";"";"";"3.062,51";"";"";"BIENVENIDO GIL S.L.";"2017";"";"CONTRATO MENOR"
"DIF PUBLC ONDA CERO ZGZA CAMP ARAGÓN 2017 JULIO";"PRESIDENCIA";"";"";"";"2.691,65";"";"";"UNIPREX S.A.";"2017";"";"CONTRATO MENOR"
"BOLSA HORAS PARA SOPORTE Y MANT. DE APLIC. IBOA";"PRESIDENCIA";"";"";"";"5.936,26";"";"";"EUROHELP CONSULTING S.L.";"2017";"";"CONTRATO MENOR"
"DIF. PUBL EN EXPANSIÓN.COM";"PRESIDENCIA";"";"";"";"2.428,57";"";"";"ARLET GESTION DE LA COMUNICACI";"2017";"";"CONTRATO MENOR"
"DIF. PUBL. EN EXPANSIÓN.COM";"PRESIDENCIA";"";"";"";"2.428,57";"";"";"ARLET GESTION DE LA COMUNICACI";"2017";"";"CONTRATO MENOR"
"SUM PRENSA JUL";"PRESIDENCIA";"";"";"";"1.111,70";"";"";"FUNDACION DFA";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. CAMP ARAGÓN 2017 ONDA CERO HUESCA JUN";"PRESIDENCIA";"";"";"";"834,44";"";"";"UNIPREX S.A.";"2017";"";"CONTRATO MENOR"
"DIF PUBLC ONDA CERO HUESCA CAMP ARAGÓN 2017 JULIO";"PRESIDENCIA";"";"";"";"834,44";"";"";"UNIPREX S.A.";"2017";"";"CONTRATO MENOR"
"DIF. PUB CAMP ARAGÓN 2017 ONDA CERO HU MAYO";"PRESIDENCIA";"";"";"";"834,44";"";"";"UNIPREX S.A.";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC EN R ZGZA CAMP ARAGON 2017 EDUCACIÓN/C";"PRESIDENCIA";"";"";"";"19.698,05";"";"";"RADIO ZARAGOZA S.A.";"2017";"";"CONTRATO MENOR"
"SUM PRENSA COMUNICACION";"PRESIDENCIA";"";"";"";"1.162,70";"";"";"FUNDACION DFA";"2017";"";"CONTRATO MENOR"
"DIF. PUB. EN RADIO EBRO CAMP. ARAGÓN 2017 JULIO";"PRESIDENCIA";"";"";"";"605,00";"";"";"RADIO EBRO S.L.";"2017";"";"CONTRATO MENOR"
"DIF. PUB CAMP ARAGÓN 2017 ONDA CERO ZGZA MAYO";"PRESIDENCIA";"";"";"";"2.691,65";"";"";"UNIPREX S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO PRENSA D. COMUNICACIÓN Y GABINETE C.";"PRESIDENCIA";"";"";"";"9.937,30";"";"";"FUNDACION DFA";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. CAMP ARAGÓN 2017 EMPLEO/FORMACIÓN EN";"PRESIDENCIA";"";"";"";"9.984,00";"";"";"RADIO POPULAR S.A.-COPE ZARAGO";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. EN EXPANSION.COM";"PRESIDENCIA";"";"";"";"17.000,00";"";"";"ARLET GESTION DE LA COMUNICACI";"2017";"";"CONTRATO MENOR"
"SERV. DE NOTICIAS ARAGÓN PRESS ABRIL 2017";"PRESIDENCIA";"";"";"";"10.000,00";"";"";"AGENCIA ARAGONESA DE NOTICIAS";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. SUPLM. ARAGÓN UN PAÍS DE MONTAÑAS";"PRESIDENCIA";"";"";"";"21.175,00";"";"";"FEDERACION ARAGONESA MONTAÑISM";"2017";"";"CONTRATO MENOR"
"CARGA GEOREFERENCIADA DE PUBLC. BOA Y BOLETINES PR";"PRESIDENCIA";"";"";"";"4.900,50";"";"";"BARATZ SERVICIOS DE";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. CAMP ARAGÓN 2017 ONDA CERO ZGZA JUNIO";"PRESIDENCIA";"";"";"";"2.691,65";"";"";"UNIPREX S.A.";"2017";"";"CONTRATO MENOR"
"ACTUALIZACIÓN DEL MANUAL DE IDENTIDAD CORPORATIVA";"PRESIDENCIA";"";"";"";"3.146,00";"";"";"AMSELEM FERNANDEZ CARLOS";"2017";"";"CONTRATO MENOR"
"PRENSA COMUNICACION AGO";"PRESIDENCIA";"";"";"";"1.133,80";"";"";"FUNDACION DFA";"2017";"";"CONTRATO MENOR"
"DIF PUBLIC EN HERALDO DE ARAGÓN CAMP S Y PREV INCE";"PRESIDENCIA";"";"";"";"12.000,00";"";"";"BLUE MEDIA COMUNICACION, S.L.";"2017";"";"CONTRATO MENOR"
"DIF. PUB. WEB PERIODISTAS JULIO";"PRESIDENCIA";"";"";"";"363,00";"";"";"ASOC DE PERIODISTAS DE ARAGON";"2017";"";"CONTRATO MENOR"
"DIF PUBLC ONDA CERO TERUEL CAMP ARAGÓN 2017 JULIO";"PRESIDENCIA";"";"";"";"754,44";"";"";"UNIPREX S.A.";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. EN ONDA CERO CAMP. NIEVE";"PRESIDENCIA";"";"";"";"17.980,60";"";"";"UNIPREX S.A.";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. CAMP. ARAGÓN 2017 EN RADIO CALAMOCHA";"PRESIDENCIA";"";"";"";"3.642,10";"";"";"FIELDSMEDIA S.L.U.";"2017";"";"CONTRATO MENOR"
"AUTOMATIZACIÓN BOLETINES PROV. PARA BASE DATOS BOA";"PRESIDENCIA";"";"";"";"8.530,50";"";"";"BARATZ SERVICIOS DE";"2017";"";"CONTRATO MENOR"
"DIF. PUBLIC. AMPL. CAMP. INCENDIOS C COPE";"PRESIDENCIA";"";"";"";"8.000,00";"";"";"RADIO POPULAR S.A.-COPE ZARAGO";"2017";"";"CONTRATO MENOR"
