Ao;Mes;Descripcin Centro;Organismo;Nmero Contrato;Nmero Expediente;Descripcin Contrato;Tipo Contrato;Procedimiento Adjudicacin;Artculo;Apartado;Criterios Adjudicacin;Presupuesto Total(IVA Incluido);Importe Adjudicacin (IVA Incluido);Plazo;Fecha Adjudicacin;Nombre/Razn Social;NIF/CIF Adjudicatario;Fecha Formalizacin;Acuerdo Marco;Ingreso/Coste Cero;Observaciones;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE CHAMBERֻ;202000402;107/2020/01158;CONTRATACION DE EMERGENCIA PARA PROPORCIONAR MANUTENCION CONSISTENTE EN LA PREPARACION Y ENVIO A DOMICILIO DE CESTAS DE COMPRA PARA PERSONAS Y FAMILIAS EN SITUACION DE VULNERABILIDAD EN EL DISTRITO DE CHAMBERI, COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19 ;Servicios;Tramitacin Emergencia;;;;23200.00;23200.00;0.90;27/03/2020;CENTROS COMERCIALES CARREFOUR, S.A. LOS ANGELES;A28425270;02/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;INFORMTICA AYUNTAMIENTO DE MADRID;202000403;300/2019/01591;IFS SUMINISTRO DE DIVERSO HARDWARE (2 LOTES). LOTE 1;Suministro;Abierto simplificado sumario;;;Un unico criterio;21175.00;12682.01;1;05/03/2020;SIL THEHPSHOP, S.L.;B86206844;17/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;INFORMTICA AYUNTAMIENTO DE MADRID;202000404;300/2019/01591;IFS SUMINISTRO DE DIVERSO HARDWARE (2 LOTES). LOTE 2;Suministro;Abierto simplificado sumario;;;Un unico criterio;20709.15;13713.05;1;02/03/2020;BECHTLE DIRECT S.L.;B83029439;16/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000405;145/2020/00971;"145/2020/00971CONTRATO DE EMERGENCIA DE ""ADQUISICION DE LA AMPLIACION DEL SISTEMA DE DISTRIBUCION DE LLAMADAS PARA EL 092"".";Suministro;Tramitacin Emergencia;;;;9257.14;9257.14;0.46;01/04/2020;UNIFY COMMUNICATIONS, SAU.;A84809953;21/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE FUENCARRAL - EL PARDO;202000406;300/2019/00778;ACTIVIDADES EXTRAESCOLARES EN LOS CENTROS EDUCATIVOS DEL DISTRITO DE FUENCARRAL-EL PARDO DURANTE EL CURSO 2019-20, EN DOS LOTES. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;127782.97;71702.40;8.66;12/12/2019;G.E.ESCUELAS URBANAS,S.L.;B81468811;10/01/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000407;145/2020/00969;"145/2020/00969 CONTRATO DE EMERGENCIA DE ""ADQUISICION DE DRONES CON CAMARAS Y MEGAFONOS DESTINADOS A REFORZAR LAS TAREAS DE CONTROL Y AVISO A VIANDANTES EN LA CIUDAD DE MADRID"".";Suministro;Tramitacin Emergencia;;;;41199.41;41199.41;1;23/03/2020;SYSTEM DRONE ESPAA, S.R.L.;B82640103;21/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000408;145/2020/00970;"145/2020/00970 ""CONTRATO DE EMERGENCIA DE ""ADQUISICION DE 3 TERMINALES DE RADIOCOMUNICACIONES EN BANDA AEREA"".";Suministro;Tramitacin Emergencia;;;;1275.95;1275.95;0.33;30/03/2020;CEOTRONICS, S.L.;B33360736;21/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000409;145/2020/00975;"145202000975 CONTRATO DE EMERGENCIA DE ""ADQUISICION DE ACCESORIOS SISTEMA GMYC DESTINADOS A AMPLIAR LOS PUESTOS RADIO SALA RESPALDO CISEM"".";Suministro;Tramitacin Emergencia;;;;1547.30;1547.30;1;31/03/2020;AMPER SISTEMAS,S.A.;A19024249;21/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE SAN BLAS-CANILLEJAS;202000410;300/2019/00891;PROGRAMA EDUCATIVO DE CAMPAMENTOS URBANOS 2020-2022 PARA NIOS Y NIAS DEL DISTRITO DE SAN BLAS-CANILLEJAS;Servicios;Abierto;;;Pluralidad de criterios;781108.24;559824.32;22.47;17/02/2020;J C MADRID DEPORTE Y CULTURA S.L.;B80345721;20/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE FUENCARRAL - EL PARDO;202000411;300/2019/00003;ORGANIZACION, PLANIFICACION Y DESARROLLO DE LAS ACTIVIDADES CULTURALES Y ARTISTICAS QUE SE PROGRAMEN POR EL DISTRITO DE FUENCARRAL-EL PARDO EN SUS SIETE CENTROS CULTURALES Y SOCIO-CULTURALES, EN SIETE LOTES. LOTE 6 ;Servicios;Abierto;;;Pluralidad de criterios;39167.94;20497.40;6.6;26/12/2019;MERINO Y MERINO PRODUCCIONES, S.L.;B81590606;30/01/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;INFORMTICA AYUNTAMIENTO DE MADRID;202000412;300/2019/01537;SERVICIO DE MANTENIMIENTO Y SOPORTE DEL SOFTWARE MYPC.;Servicios;Abierto simplificado sumario;;;Un unico criterio;26136.00;26136.00;48;16/03/2020;INFO TECHNOLOGY SUPPLY LIMITED;N0066744D;18/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE FUENCARRAL - EL PARDO;202000413;300/2019/00003;ORGANIZACION, PLANIFICACION Y DESARROLLO DE LAS ACTIVIDADES CULTURALES Y ARTISTICAS QUE SE PROGRAMEN POR EL DISTRITO DE FUENCARRAL-EL PARDO EN SUS SIETE CENTROS CULTURALES Y SOCIO-CULTURALES, EN SIETE LOTES. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;49040.78;20422.38;6.6;26/12/2019;MERINO Y MERINO PRODUCCIONES, S.L.;B81590606;27/01/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE FUENCARRAL - EL PARDO;202000414;300/2019/00003;ORGANIZACION, PLANIFICACION Y DESARROLLO DE LAS ACTIVIDADES CULTURALES Y ARTISTICAS QUE SE PROGRAMEN POR EL DISTRITO DE FUENCARRAL-EL PARDO EN SUS SIETE CENTROS CULTURALES Y SOCIO-CULTURALES, EN SIETE LOTES. LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;48739.90;19178.50;6.6;26/12/2019;MERINO Y MERINO PRODUCCIONES, S.L.;B81590606;27/01/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE FUENCARRAL - EL PARDO;202000415;300/2019/00003;ORGANIZACION, PLANIFICACION Y DESARROLLO DE LAS ACTIVIDADES CULTURALES Y ARTISTICAS QUE SE PROGRAMEN POR EL DISTRITO DE FUENCARRAL-EL PARDO EN SUS SIETE CENTROS CULTURALES Y SOCIO-CULTURALES, EN SIETE LOTES. LOTE 5;Servicios;Abierto;;;Pluralidad de criterios;47389.37;22205.92;6.6;26/12/2019;SERCUS SERVICIOS CULTURALES, S.L.;B80180896;24/01/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE FUENCARRAL - EL PARDO;202000416;300/2019/00003;ORGANIZACION, PLANIFICACION Y DESARROLLO DE LAS ACTIVIDADES CULTURALES Y ARTISTICAS QUE SE PROGRAMEN POR EL DISTRITO DE FUENCARRAL-EL PARDO EN SUS SIETE CENTROS CULTURALES Y SOCIO-CULTURALES, EN SIETE LOTES. LOTE 3;Servicios;Abierto;;;Pluralidad de criterios;43320.88;23747.46;6.6;26/12/2019;SERCUS SERVICIOS CULTURALES, S.L.;B80180896;24/01/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000417;300/2018/01707;IFS. MEJORA DE PAVIMENTACION DE ACERAS EN LOS DISTRITOS DE MORATALAZ, USERA Y CARABANCHEL. 2 LOTES. LOTE 1;Obras;Abierto simplificado;;;Pluralidad de criterios;542436.89;418218.85;3;13/12/2019;PADECASA, OBRAS Y SERVICIOS, S.A.;A05010285;13/01/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000418;EMT/2020/00023;SUMINISTRO DE GEL HIDROALCOHOLICO (EMERGENCIA);Suministro;Tramitacin Emergencia;;;;122358.30;122358.30;2;11/03/2020;LABORATORIOS COSMETICOS LAMARVI S.A.;A08513376;01/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000419;195/2020/00002;CONTRATO DE EMERGENCIA DE  ADQUISICION DE 4 ECOGRAFOS PARA EL SAMUR-PROTECCION CIVIL, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19 (072020TE);Suministro;Tramitacin Emergencia;;;;106460.64;106460.64;1;24/03/2020;FUJIFILM SONOSITE IBERICA S L;B62601158;22/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000420;195/2020/00011;CONTRATO DE EMERGENCIA PARA LA ADQUISICION DE 6.000 MONOS DE PROTECCION BIOLOGICA 5B-6B PARA LOS OPERATIVOS DE LOS SERVICIOS DE EMERGENCIA, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19 (152020TE);Suministro;Tramitacin Emergencia;;;;76230.00;76230.00;1;26/03/2020;ITURRI, S.A.;A41050113;21/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000421;195/2020/00012;CONTRATO DE  EMERGENCIA PARA LA  ADQUISICION DE 203 BOTAS DE AGUA DE CAA ALTA NEGRA PARA LOS OPERATIVOS DE LOS SERVICIOS DE EMERGENCIA, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19 (122020TE);Suministro;Tramitacin Emergencia;;;;1727.26;1727.26;1;01/04/2020;FERRETERIA FERAYU, S.L.;B83234799;23/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000422;195/2020/00013;EL CONTRATO DE EMERGENCIA PARA LA  PRESTACION DEL  SERVICIO DE REFUERZO DE LA LIMPIEZA EN FIN DE SEMANA EN LA BASE 0 DE SAMUR PROTECCION CIVIL, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19;Servicios;Tramitacin Emergencia;;;;3000.00;3000.00;1;03/04/2020;OPTIMA FACILITY SERVICES SL;B60124831;21/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE USERA;202000423;113/2020/00857;CONTRATACION DE EMERGENCIA PARA PROPORCIONAR MANUTENCION A COLECTIVOS VULNERABLES COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19. TRAMITACION DE EMERGENCIA;Servicios;Tramitacin Emergencia;;;;12434.40;12434.40;2;16/03/2020;COCINAS CENTRALES, S.A.;A78538774;21/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE ARGANZUELA;202000424;300/2018/01430;ACCIONES COMPLEMENTARIAS PARA EL DESARROLLO DEL PROGRAMA DE PREVENCION SOCIAL AOS 2019/2020;Servicios;Abierto;;;Pluralidad de criterios;153348.25;125745.57;24;14/06/2019;J C MADRID DEPORTE Y CULTURA S.L.;B80345721;12/07/2019; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;INFORMTICA AYUNTAMIENTO DE MADRID;202000425;300/2019/01163;ADQUISICION DE LOS DERECHOS DE USO DE UN SOFTWARE PARA LA GESTION DE LAS REUNIONES DE LOS ORGANOS DE GOBIERNO DE LOS ORGANISMOS AUTONOMOS Y DE LAS SOCIEDADES MERCANTILES DEPENDIENTES DEL AYUNTAMIENTO DE MADRID.;Suministro;Abierto simplificado;;;Un unico criterio;55965.89;43560.00;25;29/01/2020;SPICA, S.L .;B36603363;31/01/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;INFORMTICA AYUNTAMIENTO DE MADRID;202000426;300/2019/00329;SERVICIOS DE EMISION Y GESTION CENTRALIZADA DE CERTIFICADOS ELECTRONICOS PARA LA IDENTIFICACION Y FIRMA CRIPTOGRAFICA EN EL AYUNTAMIENTO DE MADRID Y SUS ORGANISMOS AUTONOMOS (2 LOTES). LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;608141.09;239586.05;24;15/01/2020;SISTEMAS INFORMATICOS ABIERTOS, S.A.;A82733262;02/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;INFORMTICA AYUNTAMIENTO DE MADRID;202000427;300/2019/00329;SERVICIOS DE EMISION Y GESTION CENTRALIZADA DE CERTIFICADOS ELECTRONICOS PARA LA IDENTIFICACION Y FIRMA CRIPTOGRAFICA EN EL AYUNTAMIENTO DE MADRID Y SUS ORGANISMOS AUTONOMOS (2 LOTES). LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;116817.03;86250.65;4;15/01/2020;INFORMATICA EL CORTE INGLES, S.A.;A28855260;02/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE SALAMANCA;202000428;104/2019/02703;ACUERDO MARCO DE OBRAS DE REFORMA, REPARACION Y CONSERVACION DEL CONJUNTO DE EDIFICIOS Y ESPACIOS PUBLICOS CUYA COMPETENCIA CORRESPONDE AL DISTRITO DE SALAMANCA DEL AYUNTAMIENTO DE MADRID. 4 LOTES. LOTE 4.;Obras;Abierto;;;Pluralidad de criterios;0.00;0.00;24;03/12/2019;ORTIZ CONSTRUCCIONES Y PROYECTOS, S.A.;A19001205;07/01/2020;SI;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE VICLVARO;202000429;119/2020/00811;CONTRATO DE EMERGENCIA PARA PROPORCIONAR MANUTENCION A COLECTIVOS VULNERABLES COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19;Servicios;Tramitacin Emergencia;;;;83000.00;83000.00;2.33;20/03/2020;"COMEDORES BEDMAR; SL.";B80232572;21/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE CIUDAD LINEAL;202000430;116/2020/01120;CONTRATO EMERGENCIA SERVICIOS PROPORCIONAR MANUTENCION A COLECTIVOS VULNERABLES COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID 19.;Servicios;Tramitacin Emergencia;;;;495000.00;495000.00;2;01/04/2020;J C MADRID DEPORTE Y CULTURA S.L.;B80345721;20/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000431;300/2018/01707;IFS. MEJORA DE PAVIMENTACION DE ACERAS EN LOS DISTRITOS DE MORATALAZ, USERA Y CARABANCHEL. 2 LOTES. LOTE 2;Obras;Abierto simplificado;;;Pluralidad de criterios;749165.53;570114.97;5;13/12/2019;ACEINSA MOVILIDAD, S.A.;A84408954;10/01/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;INFORMTICA AYUNTAMIENTO DE MADRID;202000432;300/2019/01825;IFS DEL SUMINISTRO DE ORDENADORES PORTATILES SEPARABLES.;Suministro;Abierto simplificado;;;Un unico criterio;103001.25;98607.14;1;11/03/2020;DISINFOR, S.L.;B78949799;25/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AGENCIA TRIBUTARIA MADRID;202000433;205/2020/15442;CONTEXTO EXCEPCIONAL DE EMERGENCIA POR COVID 19 COMO SOLUCION Y FINALIDAD DE TELETRABAJO SE SOLICITA EL SERVICIO DE DESCONEXION DE EQUIPOS INFORMATICOS, EMBALAJE, Y TRANSPORTE DE UNA PREVISION EN TORNO A 600 PUESTOS DEL ORGANISMO AUTONOMO AGENCIA TRIBUTARIA MADRID A DOMICILIO PARTICULAR DE LOS EMPLEADOS PUBLICOS. TRAMITACION DE EMERGENCIA.;Servicios;Tramitacin Emergencia;;;;18148.79;18148.79;1;03/04/2020;ORDAX COORDINADORA DE TRANSPORTES Y  MERCANCIAS S.L.;B80132145;08/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE CARABANCHEL;202000434;300/2019/00861;PROGRAMA DE ACTIVIDADES DE ATENCION E INTERVENCION SOCIOEDUCATIVAS CON MENORES, ADOLESCENTES Y FAMILIAS EN SITUACION  DE RIESGO Y VULNERABILIDAD SOCIAL DEL DISTRITO DE CARABANCHEL;Servicios;Abierto;;;Pluralidad de criterios;1297342.32;1297342.32;24;12/02/2020;SERVICIOS PROFESIONALES SOCIALES, S.A.;A80887011;09/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE CARABANCHEL;202000435;300/2019/01003;CONTRATO DE SERVICIOS PARA LOS TRABAJOS RELATIVOS AL CONTROL DE CALIDAD Y APOYO EN LA INSPECCION Y VIGILANCIA DE LAS OBRAS A EJECUTAR EN EL DISTRITO DE CARABANCHEL. AOS 2020-2021.;Servicios;Abierto;;;Pluralidad de criterios;388773.00;388773.00;24;29/01/2020;CENTRO DE ESTUDIOS DE MATERIALES Y CONTROL DE OBRA, S.A.;A29021334;21/02/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000436;195/2020/00009;LA PRESTACION DE LOS SERVICIOS DE VIGILANCIA Y DE CARGA Y DESCARGA DE MATERIAL, DEL ALMACEN DE RECURSOS MATERIALES Y LOGISTICO, Y DE LA BASE 0 DE SAMUR PC, EN EL MARCO DEL PLAN TERRITORIAL DE EMERGENCIA MUNICIPAL (PEMAM), DERIVADA DE LA SITUACION EXCEPCIONAL DE ALARMA EPIDEMIOLOGICA CON MOTIVO DEL COVID-19 (102020TE). LOTE 1;Servicios;Tramitacin Emergencia;;;;88000.00;88000.00;1;25/03/2020;SERVISE, S.A.;A78493137;21/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000437;195/2020/00010;CONTRATO DE EMERGENCIA PARA ADQUISICION DE BOLSAS DE TRANSPORTE PARA EL MATERIAL ASISTENCIAL DEL SAMUR-PROTECCION CIVIL, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19 (142020TE);Suministro;Tramitacin Emergencia;;;;31908.56;31908.56;1;24/03/2020;SANTOS JABEGA C.B.;E79758900;25/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000438;195/2020/00014;CONTRATO DE EMERGENCIA PARA LA ADQUISICION DE PEGATINAS IDENTIFICATIVAS BIOSANITARIAS PARA EL SAMUR PROTECCION CIVIL, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19 (022020TE);Suministro;Tramitacin Emergencia;;;;11553.81;11553.81;1;16/03/2020;FUTURGRES, S.L;B13234273;27/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000439;195/2020/00016;CONTRATO DE EMERGENCIA PARA LA ADQUISICION DE 1.500 TEST DIAGNOSTICOS DEL CORONAVIRUS PARA EL SAMUR PROTECCION CIVIL, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19;Suministro;Tramitacin Emergencia;;;;14340.00;14340.00;1;16/03/2020;MASTER-LABOR, S.L.;B81235426;21/04/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;REA DELEGADA DE EMPRENDIMIENTO, EMPLEO E INNOVACIλ;202000440;300/2018/00530;SERVICIOS DE APOYO AL DESARROLLO DE PROYECTOS INNOVADORES MEDIANTE LA PARTICIPACION EN PROGRAMAS DE LA UNION EUROPEA Y OTRAS CONVOCATORIAS NACIONALES E INTERNACIONALES;Servicios;Abierto;;;Pluralidad de criterios;327063.00;293739.60;24.00;02/12/2019;ZABALA INNOVATION CONSULTING S A;A31419773;23/01/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000441;300/2019/00380;CONTRATO DE  SERVICIO DE AUXILIAR DE CONTROL DE LLAVES, ACCESOS E INFORMACION EN EL APARCAMIENTO DE BASE 0 DE SAMUR-PROTECCION CIVIL DEL AYUNTAMIENTO DE MADRID. ;Servicios;Abierto simplificado;;;Pluralidad de criterios;115017.76;76463.53;15;24/01/2020;INTEGRACION SOCIAL DE MINUSVALIDOS S.L.;B61098638;01/02/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000442;195/2020/00001;CONTRATO DE EMERGENCIA DE ADQUISICION DE 7 RESPIRADORES PARA EL SAMUR PROTECCION CIVIL, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19 (062020TE);Suministro;Tramitacin Emergencia;;;;92323.00;92323.00;1;24/03/2020;HOSPITAL HISPANIA, S.L.;B59078071;29/04/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000443;195/2020/00005;CONTRATO DE EMERGENCIA DE SUMINISTRO DE 17 RESPIRADORES MOTORIZADOS CONTRA RIESGOS BIOLOGICOS PARA EL SAMUR PROTECCION CIVIL, COMO  CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA  OCASIONADA POR EL COVID-19 (132020TE);Suministro;Tramitacin Emergencia;;;;25301.10;25301.10;1;29/03/2020;ADARO TECNOLOGIA S.A;A33611195;30/04/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000444;195/2020/00006;CONTRATO DE EMERGENCIA  DE ADQUISICION DE 2.675 GUANTES DE NITRILO PARA LOS OPERATIVOS DE LOS SERVICIOS DE EMERGENCIA, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19 (162020TE);Suministro;Tramitacin Emergencia;;;;25473.22;25473.22;1;31/03/2020;ITURRI, S.A.;A41050113;30/04/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000445;195/2020/00018;CONTRATO DE EMERGENCIA PARA ADQUISICION DE 12.000 BOLSAS DE RESIDUOS CLINICOS PARA EL SAMUR PROTECCION CIVIL, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19 (112020TE);Suministro;Tramitacin Emergencia;;;;1440.00;1440.00;1;16/03/2020;TEXTIL DISTRIBUIDORA S.A.;A78659398;29/04/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000446;300/2019/01840;SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO Y SOPORTE DEL SOFTWARE Y HARDWARE DEL SISTEMA PACS RIS DE LA MARCA SIEMENS, INSTALADO EN LA SECCION DE DIAGNOSTICO POR IMAGEN DE MADRID SALUD;Servicios;Negociado sin publicidad;168;a) apartado 2;;90750.00;89842.50;24;09/03/2020;SIEMENS HEALTHCARE S L (UNIPERSONAL);B60805769;31/03/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;INFORMTICA AYUNTAMIENTO DE MADRID;202000447;300/2019/01410;SERVICIO DE MANTENIMIENTO DE SOFTWARE DEEP FREEZE. ;Servicios;Abierto simplificado;;;Un unico criterio;36300.00;35695.00;48;20/02/2020;SOFTWARE CIENTIFICO, S. L.;B81258220;02/03/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000448;195/2020/00007;CONTRATO DE EMERGENCIA PARA LA ADQUISICION DEL EQUIPAMIENTO NECESARIO PARA PONER EN FUNCIONAMIENTO LOS PUESTOS SANITARIOS AVANZADOS REQUERIDOS PARA EL DESEMPEO DE LA ATENCION SANITARIA DE EMERGENCIA QUE PRESTA SAMUR-PROTECCION CIVIL, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19 (082020TE). LOTE 1;Suministro;Tramitacin Emergencia;;;;96981.50;96981.50;1;25/03/2020;SOLUCIONES PARA LA EMERGENCIA, S.L.U.;B88575287;27/04/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000449;195/2020/00007;CONTRATO DE EMERGENCIA PARA LA ADQUISICION DEL EQUIPAMIENTO NECESARIO PARA PONER EN FUNCIONAMIENTO LOS PUESTOS SANITARIOS AVANZADOS REQUERIDOS PARA EL DESEMPEO DE LA ATENCION SANITARIA DE EMERGENCIA QUE PRESTA SAMUR-PROTECCION CIVIL, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19. LOTE 2;Suministro;Tramitacin Emergencia;;;;75988.00;75988.00;1;25/03/2020;SERVICIOS Y LOGISTICA DE RESCATE, S.L.;B20793436;27/04/2020; ;;;;;;;;;;
