Obj,Organo,Procedimiento de adjudicación,Tipo de contrato,Importe de licitación,Importe de adjudicación,Identidad del adjudicatario,Ejercicio,Código Expediente,M
luz iaacc noviembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"26.093,78",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
mant. jardín mz. septiemb,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"172,45",EBRO JARDIN ARAGON S.A.,2017,,CONTRATO MENOR
limpieza iaacc. octubre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"6.375,59",LIMPIEZAS LORAI S.L,2017,,CONTRATO MENOR
limpieza iaacc diciembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"6.375,59",LIMPIEZAS LORAI S.L,2017,,CONTRATO MENOR
limpieza iaacc noviembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"6.375,59",LIMPIEZAS LORAI S.L,2017,,CONTRATO MENOR
limpieza eco.museo pablo serrano. agosto,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"6.375,59",LIMPIEZAS LORAI S.L,2017,,CONTRATO MENOR
asesor y actualiz. museografica museo guerra civil,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"6.500,12",SANTACANA MESTRE JUAN,2017,,CONTRATO MENOR
luz iaacc. octubre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"25.252,70",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
luz iaacc. septiembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"25.020,09",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
seguridad iaacc diciembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"23.912,50",EULEN SEGURIDAD S.A.,2017,,CONTRATO MENOR
proyecto para audivisuales de la expo goya-buñuel,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.780,00",ENTROPHY ZERO S.L.,2017,,CONTRATO MENOR
actividades divulgativas con el documental la jota,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.767,90",TRESMONSTRUOS MEDIA S.L.,2017,,CONTRATO MENOR
"realización de talleres de escritura creativa, y g","EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.767,90",BEMYBABY FILMS S.L.,2017,,CONTRATO MENOR
adecuación patio interior teatro fleta zaragoza,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"33.913,75",CONSTRUCCIONES RUBIO MORTE S.A,2017,,CONTRATO MENOR
mant. megafonia iaacc nov,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"201,67",DEINTA SEGURIDAD S.L.,2017,,CONTRATO MENOR
mantenimiento ascensor en museo zaragoza.septiembr,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"260,15",SCHINDLER S.A.,2017,,CONTRATO MENOR
luz mcera 28/07 a 29/08,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"326,98",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
montaje exposición renato costa en iaacc,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.127,98","GARCIA COCA, JOSE RAMON",2017,,CONTRATO MENOR
cableado fonotec. jota,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.181,47",DESARROLLO E INTEGRACION DE,2017,,CONTRATO MENOR
modificacion de la iluminacion del salon tanto mon,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.226,78",CLIMETEL S.L.,2017,,CONTRATO MENOR
libro x aniversario socie,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.363,74",TERUELIGRAFICA S.L.,2017,,CONTRATO MENOR
luz mvelil. 21-8 a 29-10,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"206,96",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
programa radio en monasterio de sigena,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.445,00",RADIO ZARAGOZA S.A.,2017,,CONTRATO MENOR
mant. megafonia iaacc dic,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"201,67",DEINTA SEGURIDAD S.L.,2017,,CONTRATO MENOR
mant. megafonía. iaaccoct,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"201,67",DEINTA SEGURIDAD S.L.,2017,,CONTRATO MENOR
mant. megafonía iaacc. agosto,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"201,67",DEINTA SEGURIDAD S.L.,2017,,CONTRATO MENOR
mantenimiento jardín mz,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"172,45",EBRO JARDIN ARAGON S.A.,2017,,CONTRATO MENOR
mant. megaf.iaacc julio,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"201,67",DEINTA SEGURIDAD S.L.,2017,,CONTRATO MENOR
mant. jardín mz. agosto,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"172,45",EBRO JARDIN ARAGON S.A.,2017,,CONTRATO MENOR
realizacion fotografias de b. arquitectonicos para,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.649,00",BLASCO NAVARRO JAVIER,2017,,CONTRATO MENOR
carpinteria museo huesca,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.668,85",MORENO MARIN FRANCISCO JAVIER,2017,,CONTRATO MENOR
trab. conservac. carpinteria museo huesca,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.668,85",MORENO MARIN FRANCISCO JAVIER,2017,,CONTRATO MENOR
exposición reyes de aragón,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.868,50",MONTERDE MALDONADO MYRIAM,2017,,CONTRATO MENOR
impresión del libro marce,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.909,54",INO REPRODUCCIONES S.A.,2017,,CONTRATO MENOR
mobiliario jota bca. arag,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.920,03",LARA BELSUE S.L.U.,2017,,CONTRATO MENOR
impresión libro plumas de,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.925,52",ARPIRELIEVE S.A.,2017,,CONTRATO MENOR
redacción proyecto restauración estancia nº 26 de,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.929,00",ALBARIUM SL,2017,,CONTRATO MENOR
producc embalajes para el traslado bienes sijena,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.929,00",QUEROCHE S.L.,2017,,CONTRATO MENOR
mantenim.jardin mº zª dic,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"172,45",EBRO JARDIN ARAGON S.A.,2017,,CONTRATO MENOR
organización y gestión li,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.658,40",NORRIS BRONSON & ASOCIADOS,2017,,CONTRATO MENOR
mant. megafonía iaacc sep,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"201,67",DEINTA SEGURIDAD S.L.,2017,,CONTRATO MENOR
colocacion totalidad gráfica exposición,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"14.762,00",ZUMMUM COMUNICACION SLL,2017,,CONTRATO MENOR
visualiz y renderiz proyecto museo guerra cilvil t,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.755,80",CASAMOR MALDONADO ANTONIO,2017,,CONTRATO MENOR
suministro de reactivos para analisis genetico,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"17.545,00",PROQUINORTE S.A.,2017,,CONTRATO MENOR
seguridad museo zaragoza octubre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.631,70",OMBUDS COMPAÑIA DE SEGURIDAD S.A.,2017,,CONTRATO MENOR
seguridad museo zaragoza septiembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.820,58",OMBUDS COMPAÑIA DE SEGURIDAD S.A.,2017,,CONTRATO MENOR
organización gestión merk,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.865,00",NORRIS BRONSON & ASOCIADOS,2017,,CONTRATO MENOR
impresión libro ellos. re,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.882,70",IMPRENTA FELIX ARILLA S.L.,2017,,CONTRATO MENOR
servicio de seguridad en museo zaragoza. agosto,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.981,08",OMBUDS COMPAÑIA DE SEGURIDAD S.A.,2017,,CONTRATO MENOR
reactivos next genome seq,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"16.940,00",PROQUINORTE S.A.,2017,,CONTRATO MENOR
impresión libro sancha de,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"8.206,80",IMPRENTA FELIX ARILLA S.L.,2017,,CONTRATO MENOR
"""la noche perdida de luis","EDUCACIÓN, CULTURA Y DEPORTE",,,,"16.126,97",GESTION PUBLICOMP S.L.,2017,,CONTRATO MENOR
seguridad iaacc de 1 de abril a 27 de abril,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"15.996,36",EULEN SEGURIDAD S.A.,2017,,CONTRATO MENOR
restauración celda del convento de mirambel (terue,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"18.000,00",FUNDACION SANTA MARIA DE ALBAR,2017,,CONTRATO MENOR
"fotomurales, cartelas y textos para expos.","EDUCACIÓN, CULTURA Y DEPORTE",,,,"15.679,18",NADIMA EQUIPAMIENTO S.L.,2017,,CONTRATO MENOR
montaje escenografía expo 30 años de tranvia teatr,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"19.069,60",READEST MONTAJES S.L.,2017,,CONTRATO MENOR
obras rep. bca. teruel,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"9.204,14",CONSTRUCCIONES PEDRO RODRIGUEZ,2017,,CONTRATO MENOR
inst. equipos de climatización exp. goya- buñuel,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"13.405,34",CLIMAGASBY S.L.,2017,,CONTRATO MENOR
estudio antropologico y genetico de los reyes de a,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"13.096,47",UNIVERSIDAD DE ZARAGOZA,2017,,CONTRATO MENOR
expediente conmn 18000012,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"13.096,47",UNIVERSIDAD DE ZARAGOZA,2017,,CONTRATO MENOR
programaci y organización de un ciclo conciertos d,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"10.000,00",SIAMM PRODUCCIONES S.C.,2017,,CONTRATO MENOR
obras de revestimiento del perimetro interior del,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"12.910,59",LORIZ S.C.,2017,,CONTRATO MENOR
conciertos apoyo a grupos,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"10.000,00",DOMINGUEZ GRACIA VICTOR,2017,,CONTRATO MENOR
impresión libros 40 años,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"10.510,61",ARPIRELIEVE S.A.,2017,,CONTRATO MENOR
"mantenimiento, gestión y","EDUCACIÓN, CULTURA Y DEPORTE",,,,"10.826,46",TAKE IT EASY COMUNICACION ESTR,2017,,CONTRATO MENOR
espectáculo sobre la figu,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"10.883,95",LAMOV BALLET S.L.U.,2017,,CONTRATO MENOR
concentración expo sueños de la razon: goya-buñuel,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"11.083,05",SIT EXPEDICION ARTE Y SEGURIDA,2017,,CONTRATO MENOR
yacimiento arqueologico los collados,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"8.558,22",MONFORTE ESPALLARGAS ALFONSO L,2017,,CONTRATO MENOR
recreacion 2 escenas realidad virtual l. buñuel,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.296,00",GESTION PUBLICOMP S.L.,2017,,CONTRATO MENOR
gas oct/17 bca. teruel,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"251,55",GAS NATURAL COMERCIALIZADORA S,2017,,CONTRATO MENOR
creación canales de difusión contenido sonoro iaac,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"6.957,50",FERNANDEZ ALDANA CHUSE LOIS,2017,,CONTRATO MENOR
importe proyecto plan est,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.520,00",FUNDACION UNIVERSIDAD SAN JORG,2017,,CONTRATO MENOR
estudio juderías de aragón,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.520,00",FUNDACION UNIVERSIDAD SAN JORG,2017,,CONTRATO MENOR
redaccion de plan director castillo mesones,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.417,00",CEROUNO ARQUITECTOS S.C.P.,2017,,CONTRATO MENOR
sonido y video buñuel del,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.417,00",RAMPA HUESCA S.L.,2017,,CONTRATO MENOR
desarrollo libro de estilo visual exp. goya-buñuel,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.018,00",REVILLA HERNANDO ANA MARIA,2017,,CONTRATO MENOR
coordinación del catálogo de la exp. goya buñuel,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.018,00",ALVAREZ ALMAZAN AIXA,2017,,CONTRATO MENOR
"prod artist, diseño audiov y musica buñuel deseo","EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.417,00","GESTION, DESARROLLO E INVESTIG",2017,,CONTRATO MENOR
fichas didacticas para d.g.,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.078,50",MONTERDE MALDONADO MYRIAM,2017,,CONTRATO MENOR
gastos derivados exp. fotográfica de josé d. bey,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.106,93",ESTUDIO PACO MORA C.B.,2017,,CONTRATO MENOR
"seguridad mz noviembre abono 166,13","EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.469,68",OMBUDS COMPAÑIA DE SEGURIDAD S.A.,2017,,CONTRATO MENOR
dinamizacion de goya en los museos de aragon,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.139,00",GIMENO SALUEÑA JOAQUIN,2017,,CONTRATO MENOR
redacc. anteproyecto arquitectonico m guerra civil,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"21.719,50",BAENA CASAMOR ARQUITECTES BCQ,2017,,CONTRATO MENOR
adquisición revista leer,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.199,50",SABER Y COMUNICACION S.L.,2017,,CONTRATO MENOR
trabajos editoriales ruta,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"20.787,80",ALMOZARA ARTISSTICA SL,2017,,CONTRATO MENOR
seguridad mz. diciembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.219,67",OMBUDS COMPAÑIA DE SEGURIDAD S.A.,2017,,CONTRATO MENOR
trabajos editoriales cole,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"20.715,20",ALMOZARA ARTISSTICA SL,2017,,CONTRATO MENOR
proyecto para centro expositivo castillo novallas,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.247,90",MONTERDE MALDONADO MYRIAM,2017,,CONTRATO MENOR
obras de restauracion interior ermita ntra sra. d,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"19.762,63",CONSTRUCCIONES MENA ESCRIBANO,2017,,CONTRATO MENOR
servicio de seguridad en iaacc. septiembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"19.692,97",EULEN SEGURIDAD S.A.,2017,,CONTRATO MENOR
iinstalacion derivacion electricidad e iluminacion,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"19.345,19",CLIMETEL S.L.,2017,,CONTRATO MENOR
seguridad iaacc noviembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"19.279,34",EULEN SEGURIDAD S.A.,2017,,CONTRATO MENOR
seguridad iaacc. octubre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"19.207,89",EULEN SEGURIDAD S.A.,2017,,CONTRATO MENOR
"planificacion, coordinac., supervision esculturas","EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.260,00",CALERO FERNANDEZ RICARDO,2017,,CONTRATO MENOR
coordinación participante,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"7.132,95","PAVIA CAMARA, ANA MARIA",2017,,CONTRATO MENOR
prom. difusi. mjcabre oct,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.210,00",PAÑELLAS ROGLAN HUGO,2017,,CONTRATO MENOR
rest.escultura san miguel arcángel en peirón de hu,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.596,73",ECO-ARTE S.C.,2017,,CONTRATO MENOR
coordinación de seguridad y salud iluminacion san,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"726,00",CORED GARCIA JAIME ERNESTO,2017,,CONTRATO MENOR
coordinación teruel punto,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.000,00",SDAD FOTOGRAFICA TUROLENSE,2017,,CONTRATO MENOR
luz ahpz 23/8 a 9/11/17,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"774,00",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
3º tr 2017 man.apar.elevador. museo y nave mu hu,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"782,37",THYSSENKRUPP ELEVADORES S.L.,2017,,CONTRATO MENOR
impresión libros los becq,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.100,00",GAMBON S.A.,2017,,CONTRATO MENOR
4º tr 2017 man.apar.elevador. museo y nave mu hu,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"782,37",THYSSENKRUPP ELEVADORES S.L.,2017,,CONTRATO MENOR
climatizac.julio y agosto m.zª,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.216,36",AMBITEC S.A.U,2017,,CONTRATO MENOR
diseño para colección de catálogos iaacc,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.114,00",BRONCE ESTUDIO S.L.,2017,,CONTRATO MENOR
luz metno. 6-9 al 9-11-17,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"293,12",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
promoción difusión mjcabre. septiembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.210,00",PAÑELLAS ROGLAN HUGO,2017,,CONTRATO MENOR
4º tr 2017 mant. climatizacion museo huesca,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.279,53",CLIMAGASBY S.L.,2017,,CONTRATO MENOR
servicio de mantenimiento portal dara. octubre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.206,67",KEEN SOFTWARE S.L.,2017,,CONTRATO MENOR
tbajos. portal dara,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.219,99",DEL PRADO MARTINEZ MIGUEL ANGE,2017,,CONTRATO MENOR
luz museo zaragoza septiembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"5.159,21",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
climat. oct/17 bca. huesc,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"297,59",CLIMAGASBY S.L.,2017,,CONTRATO MENOR
mantenimiento ascensor mz diciembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"260,15",SCHINDLER S.A.,2017,,CONTRATO MENOR
servicio de mantenimiento dara. septiembre,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.206,67",KEEN SOFTWARE S.L.,2017,,CONTRATO MENOR
servicio de mantenimiento dara agosto,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.206,67",KEEN SOFTWARE S.L.,2017,,CONTRATO MENOR
4º tr 2017 mant. apar.elevad. archivo hº prov. hu,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"308,55",ELEVARAGON SL,2017,,CONTRATO MENOR
direccion ejecucion obras en ermita pozuel de ariz,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"799,21",MARTIN IGEA JOSE RAMON,2017,,CONTRATO MENOR
diseño elementos expositivos exp. goya buñuel,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.293,08",LINEA DISEÑO INDUSTRIAL Y GRAF,2017,,CONTRATO MENOR
promoción difu. mjcabre. julio,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.210,00",PAÑELLAS ROGLAN HUGO,2017,,CONTRATO MENOR
climat. agost/17 bca. hue,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"297,59",CLIMAGASBY S.L.,2017,,CONTRATO MENOR
luz mcera 27/6 a 28/7,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"288,54",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
"estudio de pinturas casa d lepida celsa, velilla d","EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.599,75",MACIAS GUZMAN MARIA ANGUSTIAS,2017,,CONTRATO MENOR
estudio de pinturas casa b lepida celsa,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.599,75",SANMARTIN MARTINEZ EVA,2017,,CONTRATO MENOR
instalacion de climatizacion previa en monasterio,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.626,54",CLIMETEL S.L.,2017,,CONTRATO MENOR
pianista para concierto t,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.630,00",MARTIN DIAZ JOSE RAMON,2017,,CONTRATO MENOR
actuación che y moche s.l,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.630,00",TEATRO CHE Y MOCHE S.L.,2017,,CONTRATO MENOR
impresión del libro buñue,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.541,20",GAMBON S.A.,2017,,CONTRATO MENOR
climat. julio/17 bca. hue,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"297,59",CLIMAGASBY S.L.,2017,,CONTRATO MENOR
climat. sept/17 bca. hues,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"297,59",CLIMAGASBY S.L.,2017,,CONTRATO MENOR
climat. nov/17 bca huesca,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"297,59",CLIMAGASBY S.L.,2017,,CONTRATO MENOR
redaccion mem. val. restauracion interior cubierta,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.259,13",SAN GIL LAPUERTA ALFREDO,2017,,CONTRATO MENOR
luz ahpz 24/7 a 23/8/17,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"279,84",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
montaje cámara de vigilancia en iaacc,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.990,58",CIA VIGILANCIA ARAGONESA S.L.,2017,,CONTRATO MENOR
luz mºceramica31/10-27/11,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"636,42",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
luz mcerá. 29-8 a 31-10,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"663,69",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
gas oct/17 bca huesca,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"667,94",GAS NATURAL COMERCIALIZADORA S,2017,,CONTRATO MENOR
montaje exp. bigas luna.iaacc,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.828,44","GARCIA COCA, JOSE RAMON",2017,,CONTRATO MENOR
gas nov/17 bca. huesca,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.357,40",GAS NATURAL COMERCIALIZADORA S,2017,,CONTRATO MENOR
redacciónproy rest. alfarje del coro de la ermita,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.902,25",CASTRO SOTERAS,2017,,CONTRATO MENOR
ascens. 3ºtrim/17 bca. hu,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.281,39",SCHINDLER S.A.,2017,,CONTRATO MENOR
asc. 4º trim/17 bca. hues,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.281,39",SCHINDLER S.A.,2017,,CONTRATO MENOR
3º tr 2017 mant. climatizacion museo huesca,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.279,54",CLIMAGASBY S.L.,2017,,CONTRATO MENOR
"impresión del libro ""goya","EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.358,08",TIPO-LINEA S.A.,2017,,CONTRATO MENOR
impresión del libro ecos,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.640,00",CONEXION IMAGINATIVA S.L.,2017,,CONTRATO MENOR
dirección rally cinematog,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.980,00",TORICO FILMS,2017,,CONTRATO MENOR
impresión libro ramón j.,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.324,62",INO REPRODUCCIONES S.A.,2017,,CONTRATO MENOR
luz plaza 31/8 a 30/9,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"269,95",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
diseño y maquetacion catalogo expo goya-buñuel,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.832,74",LINEA DISEÑO INDUSTRIAL Y GRAF,2017,,CONTRATO MENOR
mant. climat. iaacc agost,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.028,50",INCLIZA S.L.,2017,,CONTRATO MENOR
climatización iacc. sept.,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.028,50",INCLIZA S.L.,2017,,CONTRATO MENOR
tbjos normalización portal dara memoria democratic,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.840,00",DEL PRADO MARTINEZ MIGUEL ANGE,2017,,CONTRATO MENOR
ascens. 4º trim bca. zgza,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.327,48",ZARDOYA OTIS S.A.,2017,,CONTRATO MENOR
mant. stmas. c/ incendios,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.895,60",SEGURIDAD AVANZADA TECNOLOGÍA,2017,,CONTRATO MENOR
luz museo zaragoza octubr,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.910,03",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
portal web direcc.gral.,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.923,49",SRS SERVICIOS CULTURALES S.C.,2017,,CONTRATO MENOR
organización 1 er salón h,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.800,00",ASOC ARAGONESA DE AUTORES DE C,2017,,CONTRATO MENOR
direccion y produccion tecnica p buñuel del deseo,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.961,00",GLARIA ABAD JOSE MANUEL,2017,,CONTRATO MENOR
mant. climat. iaacc julio,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"1.028,50",INCLIZA S.L.,2017,,CONTRATO MENOR
luz metno 11/7 a 6/9,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"262,46",ENDESA ENERGIA S.A.,2017,,CONTRATO MENOR
"carteles exposicion ""la innovacion aragonesa puest","EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.989,56",LUSAR REPROGRAFICAS SL,2017,,CONTRATO MENOR
asc. 3º trim/17 bca. zgza,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.327,48",ZARDOYA OTIS S.A.,2017,,CONTRATO MENOR
actuación musical festiva,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.991,25",HEART OF GOLD PRODUCCIONES S.L,2017,,CONTRATO MENOR
mantenimient ascensores. museo de zaragoza. agosto,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"260,15",SCHINDLER S.A.,2017,,CONTRATO MENOR
adecuacion instalacion electrica sala exposicion m,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"3.306,57",ELECTRICISTA 2013 S.L.,2017,,CONTRATO MENOR
tratamiento de datos archivo de tradicion oral par,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.995,00",ARAGUAS PUEYO SANDRA REYES,2017,,CONTRATO MENOR
revision de contenidos inv patrimonio industrial s,"EDUCACIÓN, CULTURA Y DEPORTE",,,,"4.997,30",PUYOL IBORT MARTA MARIA,2017,,CONTRATO MENOR
