Ambit subjectiu,Organ de contractacio,Codi de expedient,id,Objecte del contracte,Descripcio de la prestacio,Tipus de contracte,Pressupost de licitacio,Data de publicacio,Empresa adjudicataria,Import de adjudicacio,Enllace a la publicacio,Codi CPV,Data de adjudicacio
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,258/2020,0322,3 Fonendoscopis LITTMAN CLASSIC III,Publicació massiva de contractes tramitats per emergència de subministraments relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon al mes de maig).,Subministraments,0,2020-06-30T00:00:00Z,"J.TOURON, S.A.",315,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64917954&lawType=3,39518000,2020-06-22T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101195732,0323,Accessoris monitorització,"Subministrament d'aparells mèdics, materials per a equipament mèdic, mobiliari clínic i general i obres de condicionament per tal facilitar el tractament adequat de pacients afectats per SARS¿CoV¿2 de l'Hospital Universitari Germans Trias i Pujol",Subministraments,364225.45,2020-06-12T00:00:00Z,"DEXTROMEDICA,S.L.",16515.65,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64015443&lawType=3,33190000,2020-03-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101196889/20/CMUI,0324,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT MASCARETES FFP2,Contractació emergència subministrament mascaretes FFP2,Subministraments,83328,2020-05-26T00:00:00Z,3M ESPAÑA SL,83328,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63058001&lawType=3,33140000,2020-04-08T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,24,0325,subministrament de cambra inhalatòria d'intubaments,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,SANDOZ FARMACEUTICA SA,473,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101195562/20/CMUI,0326,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT BATES,Contractació emergència subministrament bates,Subministraments,994000,2020-06-02T00:00:00Z,"BARNA IMPORT MEDICA, S.A.",994000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62627109&lawType=3,33140000,2020-03-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/GESTIÓ I SISTEMES D'INFORMACIÓ,0327,Multiparamètrics BT2 pantalla (T-NIBP-SPO2) GLUC,"Compra per emergència de subministraments del Departament de Gestió i Sistemes d'Informació, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-06-12T00:00:00Z,Mediphealth,5814.48,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64044729&lawType=3,30236000,2020-04-01T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),9.1-Subministraments i serveis diversos,0328,Servei de suport datenció personal per a les persones residents de centres residencials del Barcelonès i Vallès Occidental,"Publicació massiva de contractes tramitats per emergència, de subministraments i serveis diversos d'àmbit social en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"Caring Well, SL",483750,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62074153&lawType=3,71241000,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de l'Anoia,CE_CSA_2020 auriculars,0329,Subministrament de 20 auriculars Freemate DH703U-GY,Subministrament de 20 auriculars Freemate DH703U-GY necessaris per a l'atenció telefònica a pacients necessari per a la reconversió de visites presencials a telemàtqiues,Subministraments,750,2020-05-29T00:00:00Z,Meinsa Sistemes SL,750,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63280815&lawType=3,32342200,2020-05-19T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),030C-2020-CEM,0330,Servei de gestió de residus de l'hotel salut de l'Hospital Universitari Germans Trias i Pujol,Servei de gestió de residus de l'hotel salut de l'Hospital Universitari Germans Trias i Pujol,Serveis,24879.65,2020-06-25T00:00:00Z,"CESPA GESTION DE RESIDUOS,S.A.",24879.65,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64699640&lawType=3,90500000,2020-03-31T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH04/1101195592/20/CMUI,0331,Subministrament d'un respirador intel·ligent peral servei de direcció d'infermeria necessari per a l'epidèmia del SARS-CoV-2 per a l¿Hospital Universitari deGirona Dr. Josep Trueta,Subministrament d'un respirador intel·ligent peral servei de direcció d'infermeria necessari per a l'epidèmia del SARS-CoV-2 per a l¿Hospital Universitari deGirona Dr. Josep Trueta,Subministraments,33057.85,2020-05-05T00:00:00Z,DISTRIBUCIONES Y REPRESENTACIONES,33057.85,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61895765&lawType=3,33157400,2020-03-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),5100-2020-N1236,0332,subministrament als centres datenció primària,"Publicació massiva de contractes tramitats per emergència, de subministrament d'equipament mèdic  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Subministraments,0,2020-06-18T00:00:00Z,"DEXTROMEDICA, S.L.",255400,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64300560&lawType=3,33000000,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-490,0333,Subministrament de 500 pantalles de policarbonat per atenció alpúblic (mampares de protecció) en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Subministrament de 500 pantalles de policarbonat per atenció alpúblic (mampares de protecció) en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Subministraments,30000,2020-05-21T00:00:00Z,SERPA 2009 SL,30000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62568405&lawType=3,32351200,2020-05-05T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Ferrocarrils de la Generalitat de Catalunya,CONTR/2019/258,0334,"Obres d'actuació d'emergència relacionades ambl'expedient d'emergència (EMERG/2020/5) per estabilització de talús a Capelladesdels Ferrocarrils de la Generalitat de Catalunya segons l'emergència ""Obres d'actuaciód'emergència a dur a terme a conseqüència de l'aiguat del 22 d'octubre del 2019 en latorrentera afectada per l'incendi a Capellades"" CONTR/2019/258 PEM05/19","Obres d'actuació d'emergència relacionades amb l'expedient d'emergència (EMERG/2020/5) per estabilització de talús a Capellades dels Ferrocarrils de la Generalitat de Catalunya segons l'emergència ""Obres d'actuació d'emergència a dur a terme a conseqüència de l'aiguat del 22 d'octubre del 2019 en la torrentera afectada per l'incendi a Capellades"",",Obres,172093.14,2020-05-24T00:00:00Z,"INACCÉS GEOTÈCNICA VERTICA, S.L",172093.14,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62929198&lawType=3,45234120,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101195885,0335,Armaris roba,"Contractació dels treballs de condicionament i la compra d'equipament corresponent a un àrea d'hospitalització de 70 llits de pacients convencionals ubicats al gimnàs de l'Institut Guttmann, destinats a l'Hospital UniversitariGermans Trias i Pujol.",Subministraments,133372.24,2020-06-09T00:00:00Z,DISMECC VIC SL,1490,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64004847&lawType=3,33192000,2020-03-26T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),4.1-Allotjament de professionals,0336,Allotjament de professionals sanitaris en les instal.lacions de l'Hotel B&B HOTEL BARCELONA RUBÍ,"Publicació massiva de contractes tramitats per emergència, dels serveis d'allotjament de professionals  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"PROMOCIONES ALZAMORA, SL.",100800,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62073594&lawType=3,55110000,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101197582/20/CMUI,0337,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT BATES,Contractació emergència subministrament bates,Subministraments,4804.8,2020-05-21T00:00:00Z,DISTRAUMA MEDICAL SL,4804.8,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62665254&lawType=3,33140000,2020-04-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,320/2020,0338,Servei de bugaderia als Centres del PSMar,Publicació massiva de contractes tramitats per emergència de serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon al mes de juny).,Serveis,0,2020-07-13T00:00:00Z,"ILUNION CIPO, S.L.",20096.51,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65733542&lawType=3,44211300,2020-07-10T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1104,0339,SUBMINISTRAMENT DE PETIT MATERIAL SANITARI,Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-23T00:00:00Z,CARDINAL HEALTH SPAIN 511,2131.8,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66328502&lawType=3,33140000,2020-05-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1002,0340,TRANSDUCTOR SECTORIAL P/ECOGRAFO,Subministrament d'equipament i mobiliari mèdic i no mèdic - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-06-09T00:00:00Z,FUJIFILM SONOSITE IBERICA SL,4450,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63770254&lawType=3,33000000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),1.1-Equipament mèdic,0341,Subministrament d'equipament de monitorització.,"Publicació massiva de contractes tramitats per emergència, de subministrament d'equipament mèdic  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Subministraments,0,2020-05-20T00:00:00Z,"Hospital Hispania, SL",250000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62049135&lawType=3,33000000,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de l'Anoia,CE_CSA_2020_ lloguer camió,0342,Lloguer d'un camió amb elevador per poder fer trasllat d'equipament (COVID19),Lloguer d'un camió amb elevador per poder fer trasllat d'equipament (COVID19),Serveis,4200,2020-05-13T00:00:00Z,Rosa Jorba Bisbal,4200,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62120454&lawType=3,60181000,2020-04-27T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE99/2020,0343,COMPRA EMERGÈCIA 99: Ampliació allotjaments turístics de curta estada,Ampliació allotjaments turístics de curta estada,Serveis,22860.18,2020-05-14T00:00:00Z,Sonfort SL,22860.18,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62332982&lawType=3,75123000,2020-04-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),TUB 12ML A/FALDO EST,0344,Publicació massiva de contractes tramitats d'emergència,"Publicació massiva de contractes tramitats d'emergència per part de Serveis Logistics de l'IAS, per atendre la pandèmia Covid_19 corresponent al mes de Maig 2020",Subministraments,139225.25,2020-06-30T00:00:00Z,"MONLAB, S.L.",160.71,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64945050&lawType=3,33140000,2020-06-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-666,0345,Servei extraordinari de neteja i sanejament dels edificis de la Regió d'Emergències de Tarragona durant el període d'1 de juny a 30 de setembre de 2020,Servei extraordinari de neteja i sanejament dels edificis de la Regió d'Emergències de Tarragona durant el període d'1 de juny a 30 de setembre de 2020,Serveis,25344.38,2020-07-08T00:00:00Z,"MULTIANAU, S.L.",25344.38,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65438416&lawType=3,90911200,2020-06-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de Justícia,JU-2020-358,0346,COVID-19 Desinfecció extraordinària espais ED Figueres,Publicació massiva contractes tramitats d'emergencia a 18.06.2020,Subministraments,0,2020-06-19T00:00:00Z,"SERVICIOS INTEGRALES DE LIMIPEZA NET, SL",980,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64393688&lawType=3,90000000-7,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1080,0347,Mat.rebutjable de laboratori,Subministrament de material rebutjable de laboratori - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-01T00:00:00Z,NIRCO SL,193.12,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65017749&lawType=3,33000000,2020-04-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,340/2020,0348,Servei de desmuntatge del Pavelló de La Claror,Publicació massiva de contractes tramitats per emergència de serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon al mes de juny).,Serveis,0,2020-07-13T00:00:00Z,"CONSTRAULA ENGINYERIA I OBRES, S.A.U.",25096.05,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65733542&lawType=3,44211300,2020-07-10T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari del Maresme,CSdM 13/20ASS,0349,Subministrament d'un equip digital portatil per l'Antic Hospital de Sant Jaume,Publicació massiva de contractes tramitats d'emergència .,Subministraments,0,2020-05-06T00:00:00Z,"Fujifilm Europe GmbH, Sucursal en España",60000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61943019&lawType=3,33111000,2020-05-06T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101201602/20/CMUI,0350,Subministrament d'un monitor caudal cardíac. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministrament d'un monitor caudal cardíac. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministraments,28750,2020-06-19T00:00:00Z,EDWARDS LIFESCIENCES. S.L.,28750,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64427459&lawType=3,33100000,2020-05-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,194/2020,0351,20 Conjunts de cistelles,"Publicació massiva de la contractació mitjançant procediment d'emergència d'obres, subministraments i serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon als mesos de març i abril).",Subministraments,2237949.59,2020-06-03T00:00:00Z,NEDELLA MEDICAL S.L.,12635,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63458702&lawType=3,33100000,2020-05-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),4.1-Allotjament de professionals,0352,Allotjament de professionals sanitaris en les instal.lacions de l'Hotel SB Corona Tortosa,"Publicació massiva de contractes tramitats per emergència, dels serveis d'allotjament de professionals  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"SB HOTELS SPAIN, S.A.",2700,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62073594&lawType=3,55110000,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-437,0353,"Subministrament de material de protecció personal per a laDirecció General de Prevenció, Extinció d'Incendis i Salvaments en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.","Subministrament de material de protecció personal per a laDirecció General de Prevenció, Extinció d'Incendis i Salvaments en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.",Subministraments,38078.88,2020-05-04T00:00:00Z,"DRÄGER SAFETY HISPANIA, S.A.",38078.88,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61872311&lawType=3,35814000,2020-04-21T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació Centre de Regulació Genòmica,CONTRACTE 18 - TRAMITACIÓ EMERGÈNCIA COVID 18,0354,Reactius per a la producció interna d'enzims,Material per realitzar tests de detecció massiva de COVID-19,Subministraments,4385.75,2020-04-09T00:00:00Z,VWR INTERNATIONAL EUROLAB SL,4385.75,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61303448&lawType=3,33696500,2020-04-09T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CSE/AP53/1101202462/20/CMUI,0355,Servei de neteja d'edificis extraordinari del SAP Anoia i SAP Bages/Berguedà de la GT Catalunya Central degut al COVID-19,Servei de neteja d'edificis extraordinari del SAP Anoia i SAP Bages/Berguedà de la GT Catalunya Central degut al COVID-19,Serveis,50994.64,2020-07-01T00:00:00Z,MULTISERVEIS NDAVANT SL,50994.64,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64958189&lawType=3,90911200,2020-06-10T00:00:00Z
