Àmbit subjectiu,Òrgan de contractació,Codi d'expedient,id,Objecte del contracte,Descripció de la prestació,Tipus de contracte,Pressupost de licitació (sense IVA),Data de publicació,Empresa adjudicatària,Import d'adjudicació (sense IVA),Enllaç a la publicació,Codi CPV,Data d'adjudicació
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,249,2999,matalàs 90*190*14 amb funda plastificada,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,ESPUMALIA S.L.,1340,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/SERVEIS GENERALS,3000,Equipament mèdic,"Subministrament de material de laboratori, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-07-21T00:00:00Z,VYAIRE,4216.7,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64047998&lawType=3,33000000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH04/1101200458/20/CMUI,3001,"subministrament de materials per les instal.lacions    de gasos de les diverses UCI'S adaptades pel Covid-19, necessari per a l'epidèmia del SARS-CoV-2 per a l¿Hospital Universitari de Girona Dr. Josep Trueta.","subministrament de materials per les instal.lacions    de gasos de les diverses UCI'S adaptades pel Covid-19, necessari per a l'epidèmia del SARS-CoV-2 per a l¿Hospital Universitari de Girona Dr. Josep Trueta.",Subministraments,32229.04,2020-05-22T00:00:00Z,CARBUROS METALICOS SA,32229.04,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62865081&lawType=3,24100000,2020-05-15T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1063,3002,Petit utllatge ús sanitari,"Subministrament de divers material sanitari, utillatges i instrumental - Publicació MASSIVA de contractació tramitada d'EMERGÈNCIA",Subministraments,0,2020-06-09T00:00:00Z,"SUCESORES DE P. MOLINA, S.A.",10320.61,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63998855&lawType=3,33000000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de Justícia,JU-2020-468,3003,COVID-19 Mascareta FFP2 per a actes de comunicaió + Peücs,Publicació massiva contractes tramitats d'emergencia a 21.07.2024,Subministraments,0,2020-07-21T00:00:00Z,"Botiquin Sans, SL",251760,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66144609&lawType=3,35814000-3,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1000,3004,"CALCIO GLUCONATO 2,3MMOL CA/AMP AMP 10ML",Subministrament de medicaments - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-05-27T00:00:00Z,"FEDERACIO FARMACEUTICA, S.COOP.",103.02,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63089784&lawType=3,33690000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),7.1-Serveis diversos,3005,Servei de menjador als professionals sanitaris allotjats a l'Hotel El Castell,"Publicació massiva de contractes tramitats per emergència, de serveis diversos i altres en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"ROCA GONZALEZ, S.L.",12818.18,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62074449&lawType=3,71317210,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya,CTTI-2020-96,3006,Servei de manteniment de llicències SAP pel 2020.,"Servei de manteniment i suport de les llicències SAP, per tal de garantir el correcte funcionament dels serveis TIC de la Generalitat de Catalunya que basen la seva arquitectura en el programari del fabricant SAP, especialment per a tots aquells serveis relacionats amb els àmbits de la salut en l'aplicació ARGOS, la seguretat ciutadana i la protecció social, que han d'estar disponibles en tot moment, fins i tot en cas que es donin circumstàncies excepcionals.",Serveis,3271609.35,2020-05-14T00:00:00Z,"Viewnext, S.A.",3271609.35,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62437604&lawType=3,48000000,2020-05-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,236,3007,"subministrament de mascaretes, filtres i altres materials respiratoris",Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,"INTERSURGICAL ESPAÑA, S.L.",11328.19,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101201400/20/CMUI,3008,Subministrament de criosondes d'un sol ús per a la realització de criobiopsies a pacients amb patologia intersticial secundaria a COVID-19. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministrament de criosondes d'un sol ús per a la realització de criobiopsies a pacients amb patologia intersticial secundaria a COVID-19. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministraments,5571.3,2020-06-26T00:00:00Z,"SISTEMAS INTEGRALES DE LA MEDICINA, SAU",5571.3,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64784914&lawType=3,33165000,2020-05-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1054,3009,"2020-1054 Subministrament de material cobertura, pijames i protecció per motiu del context general per la pandèmia del virus SARS-CoV-2","Subministrament de material cobertura, pijames i protecció per motiu del context general per la pandèmia del virus SARS-CoV-2",Subministraments,80000,2020-06-09T00:00:00Z,"TEXTIL MANLY, S.A.",80000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63829126&lawType=3,33140000,2020-04-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101201091/20/CMUI,3010,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT BATES PROTECCIÓ,Contractació emergència subministrament bates protecció,Subministraments,1047000,2020-06-16T00:00:00Z,CONFECCIONES PAZ TORRAS SA,1047000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64230349&lawType=3,33140000,2020-05-21T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE65/2020,3011,COMPRA EMERGÈNCIA 65: 200 Bosses de gel instantani,200 Bosses de gel instantani,Subministraments,96,2020-05-18T00:00:00Z,"Unidix Médica, SL",96,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62173477&lawType=3,15981310,2020-04-22T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101193434/20/CMUI,3012,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT  CONTENIDORS 60L,Contractació emergència subministrament  contenidors 60l,Subministraments,458514,2020-06-25T00:00:00Z,"SRCL CONSENUR, S.L.",458514,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64696923&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1070,3013,"2020-1070 - Subministrament de material de cobertura, pijames i protecció - Publicació contracte tramitat d'EMERGÈNCIA","Subministrament de material de cobertura, pijames i protecció - Publicació contracte tramitat d'EMERGÈNCIA",Subministraments,38445.45,2020-07-02T00:00:00Z,"COMERCIAL GUMMI, S.A.",38445.45,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65074652&lawType=3,33140000,2020-04-28T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,245,3014,subministrament de rellotges de paret i gafes de protecció individual,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,"LYRECO ESPAÑA, SA",1641.28,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101194651/20/CMUI,3015,CONTRACTACIÓ EMERGÈNCIA SUBMNISTRAMENT MATERIAL CORONAVIRUS,Contractació emergència submnistrament material coronavirus,Subministraments,3626750,2020-07-10T00:00:00Z,INNJOO TECHNOLOGY SL,3626750,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65641277&lawType=3,33140000,2020-03-23T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Investigació Biomèdica de Girona (IDIBGI),202021,3016,Mascaretes FFP2,Subministrament de material fungible i inventariable per situació d'emergència derivada de la COVID_19 per a l'IDIBGI.,Subministraments,137353.69,2020-06-19T00:00:00Z,AMAZON,279.48,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64599454&lawType=3,33140000,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1042,3017,"Material de Cobertura, Pijames i Protecció","Subministrament de material de cobertura, pijames i protecció - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA",Subministraments,0,2020-06-09T00:00:00Z,"COMERCIAL GUMMI, S.A.",36226.22,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64001361&lawType=3,39518000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1036,3018,Mat.rebutjable de laboratori,Subministrament de material rebutjable de laboratori - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-06-09T00:00:00Z,"INTERSURGICAL ESPAÑA, S.L.",96,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64000462&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1015,3019,Servei de transport de materials COVID,Serveis transversals generals - Publicació MASSIVA de contractes tramitats D'EMERGÈNCIA,Serveis,0,2020-05-27T00:00:00Z,"ACROSS LOGISTICS, S.L.",3153.02,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63108152&lawType=3,98310000,2020-03-26T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,235/2020,3020,Neteja i desinfecció de reforç març als centres del PSMar,Publicació massiva de contractes tramitats per emergència de serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon al mes de maig).,Serveis,0,2020-06-30T00:00:00Z,"ISS FACILITY SERVICES, S.A.",1744.22,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64920934&lawType=3,90910000,2020-06-22T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101193281/20/CMUI,3021,CONTRACTACIÓ EMERGÈNCIA MEDICAMENT CORONAVIRUS CLOROQUINA 155MG,Contractació emergència medicament coronavirus cloroquina 155mg,Subministraments,368,2020-06-25T00:00:00Z,KERN PHARMA S.L,368,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64713303&lawType=3,33600000,2020-03-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,156,3022,davantals plàstic rebutjable,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,"ROCHE HERMANOS, S.A.",3055,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de l'Alt Penedès i Garraf,CSAPG CE 2020/09,3023,Subministrament de dos equips portàtils de Raigs X per al servei de radiologia dels Hospitals Residència Sant Camil i comarcal de l'Alt Penedès (Exp CSAPG CE 2020/09),"subministrament de dos equips portàtils de Raigs X per al servei de radiologia dels Hospitals Residència Sant Camil i comarcal de l'Alt Penedès, per encàrrec del Consorci Sanitari de l'Alt Penedès i Garraf, per tal de fer front a la crisi sanitària del COVID-19.",Subministraments,26000,2020-05-29T00:00:00Z,GESTIONES COMERCIALES EDSA SL,26000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62891590&lawType=3,33100000,2020-03-19T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1042,3024,"2020-1042 Subministrament de material cobertura, pijames i protecció per motiu del context general per la pandèmia del virus SARS-CoV-2","Subministrament de material cobertura, pijames i protecció per motiu del context general per la pandèmia del virus SARS-CoV-2",Subministraments,35056.53,2020-06-09T00:00:00Z,"MEDLINE INTERNATIONAL IBERIA, SL",35056.53,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63823616&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1009,3025,2020-1009 Subministrament d'aparells i elements de monitoratge amb destí l'HCB,Subministrament d'aparells i elements de monitoratge amb destí l'HCB,Subministraments,189000,2020-06-09T00:00:00Z,"GENERAL ELECTRIC HEALTHCARE ESPAÑA, S.A.",189000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63808918&lawType=3,33100000,2020-03-19T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci de l'Autoritat del Transport Metropolità (ATM),C-20/2020,3026,Tercer subministrament de mascaretes quirúrgiques i de seguretat,Contractació per tramitació d'empergència del subministrament de mascaretes quirúrgiques i de seguretat,Subministraments,84000,2020-06-02T00:00:00Z,"CLOQUER, SA",84000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63376578&lawType=3,33140000,2020-05-28T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH06/1101199498/20/CMUI,3027,Covid-19 Subministrament d'una Central de Telemetria Pediatria per l'Hospital Universitari Arnau de Vilanova de Lleida,Covid-19 Subministrament d'una Central de Telemetria Pediatria per l'Hospital Universitari Arnau de Vilanova de Lleida,Subministraments,52250,2020-05-21T00:00:00Z,PHILIPS IBERICA SAU,52250,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62800955&lawType=3,32440000,2020-05-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1014,3028,Servei de manteniment correctiu general,Servei de manteniment general i correctiu - Publicació MASSIVA de contractes tramitats D'EMERGÈNCIA,Serveis,0,2020-05-27T00:00:00Z,LOVATEL COMUNICACIONES DE EMPRESA S.L.,4076.93,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63099543&lawType=3,50000000,2020-03-17T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,184,3029,Subministrament de guants de nitril,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,IZASA HOSPITAL S.L.U.,524.8,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-646,3030,Subministrament de 100.000 mascaretes quirúrgiques per al Cos de Mossos d'Esquadra,Subministrament de 100.000 mascaretes quirúrgiques per al Cos de Mossos d'Esquadra,Subministraments,44600,2020-06-15T00:00:00Z,"ACTIA SOURCING & SOLUTIONS, S.L.",44600,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64009099&lawType=3,33140000,2020-06-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,390/2020,3031,Lloguer equip tractament d'aigua portàtil Aqua UNO AQUAWTU 125  + Instal·lació Inicial,Publicació massiva de contractes tramitats per emergència de serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon al mes de juny).,Serveis,0,2020-07-13T00:00:00Z,"FRESENIUS MEDICAL CARE ESPAÑA, S.A.U.",243,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65733542&lawType=3,44211300,2020-07-10T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),1.1-Equipament mèdic,3032,Subministrament dequipament mèdic divers.,"Publicació massiva de contractes tramitats per emergència, de subministrament d'equipament mèdic  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Subministraments,0,2020-05-20T00:00:00Z,LAERDAL MEDICAL AS,147568.64,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62049135&lawType=3,33000000,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE79/2020,3033,COMPRA EMERGÈNCIA 79: Impressió i plastificació cartells,Impressió i plastificació cartells,Subministraments,520,2020-05-14T00:00:00Z,"Artes Gràficas Auxiliares del Libro, SL",520,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62245562&lawType=3,22462000,2020-04-22T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1104,3034,SUBMINISTRAMENT DE PETIT MATERIAL SANITARI,Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-23T00:00:00Z,"EDWARDS LIFESCIENCIES, S.L.",2154.5,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66328502&lawType=3,33140000,2020-05-25T00:00:00Z
